size,seed,role,algo,repeat,ok,error,time_ns,tracemalloc_peak_bytes,rss_delta_bytes,ascii_h,ascii_w,wall_count,corridor_count,path_length,explored_count,visited_count,other_count,gen_source
93,1,solver,Backtracking,1,1,,134155900,3308784,,187,187,17670,17299,2967,13422,16389,0,Backtracking
93,1,solver,AStar,1,1,,52725400,2316336,,187,187,17670,17299,2967,2862,5829,0,Backtracking
93,1,solver,Backtracking,1,1,,101944800,2989088,,187,187,17670,17299,631,11276,11907,0,Kruskal
93,1,solver,AStar,1,1,,136332300,3406536,,187,187,17670,17299,631,10924,11555,0,Kruskal
94,1,generator,Backtracking,1,1,,156343900,605704,,189,189,18048,17673,0,0,0,0,Backtracking
94,1,generator,Kruskal,1,1,,147286300,3822616,,189,189,18048,17673,0,0,0,0,Kruskal
94,1,solver,Backtracking,1,1,,110519300,3368312,,189,189,18048,17673,2775,13980,16755,0,Backtracking
94,1,solver,AStar,1,1,,52170000,1424008,,189,189,18048,17673,2775,1894,4669,0,Backtracking
94,1,solver,Backtracking,1,1,,84597700,3174896,,189,189,18048,17673,739,14218,14957,0,Kruskal
94,1,solver,AStar,1,1,,140262400,3512528,,189,189,18048,17673,739,12084,12823,0,Kruskal
95,1,generator,Backtracking,1,1,,153000900,619320,,191,191,18430,18051,0,0,0,0,Backtracking
95,1,generator,Kruskal,1,1,,179456200,3898176,,191,191,18430,18051,0,0,0,0,Kruskal
95,1,solver,Backtracking,1,1,,117431400,3398640,,191,191,18430,18051,2947,13904,16851,0,Backtracking
95,1,solver,AStar,1,1,,63062500,1981632,,191,191,18430,18051,2947,2400,5347,0,Backtracking
95,1,solver,Backtracking,1,1,,91372300,3150504,,191,191,18430,18051,847,13694,14541,0,Kruskal
95,1,solver,AStar,1,1,,105335400,2616408,,191,191,18430,18051,847,9946,10793,0,Kruskal
96,1,generator,Backtracking,1,1,,141676900,608600,,193,193,18816,18433,0,0,0,0,Backtracking
96,1,generator,Kruskal,1,1,,168636700,3974488,,193,193,18816,18433,0,0,0,0,Kruskal
96,1,solver,Backtracking,1,1,,102494500,3491112,,193,193,18816,18433,2807,14716,17523,0,Backtracking
96,1,solver,AStar,1,1,,45969800,1458760,,193,193,18816,18433,2807,1976,4783,0,Backtracking
96,1,solver,Backtracking,1,1,,45090100,2033856,,193,193,18816,18433,643,6426,7069,0,Kruskal
96,1,solver,AStar,1,1,,97766800,3482872,,193,193,18816,18433,643,10496,11139,0,Kruskal
97,1,generator,Backtracking,1,1,,153249700,622016,,195,195,19206,18819,0,0,0,0,Backtracking
97,1,generator,Kruskal,1,1,,159720300,4051584,,195,195,19206,18819,0,0,0,0,Kruskal
97,1,solver,Backtracking,1,1,,107749400,3556328,,195,195,19206,18819,2651,15288,17939,0,Backtracking
97,1,solver,AStar,1,1,,47291300,1442072,,195,195,19206,18819,2651,1788,4439,0,Backtracking
97,1,solver,Backtracking,1,1,,95185100,3260424,,195,195,19206,18819,611,14608,15219,0,Kruskal
97,1,solver,AStar,1,1,,83560800,2562904,,195,195,19206,18819,611,9606,10217,0,Kruskal
98,1,generator,Backtracking,1,1,,168303200,613824,,197,197,19600,19209,0,0,0,0,Backtracking
98,1,generator,Kruskal,1,1,,155912300,4129432,,197,197,19600,19209,0,0,0,0,Kruskal
98,1,solver,Backtracking,1,1,,115551900,3578960,,197,197,19600,19209,3739,14200,17939,0,Backtracking
98,1,solver,AStar,1,1,,60171400,2378984,,197,197,19600,19209,3739,3324,7063,0,Backtracking
98,1,solver,Backtracking,1,1,,93930700,3214776,,197,197,19600,19209,699,13942,14641,0,Kruskal
98,1,solver,AStar,1,1,,91159900,2553464,,197,197,19600,19209,699,9198,9897,0,Kruskal
99,1,generator,Backtracking,1,1,,169569600,624592,,199,199,19998,19603,0,0,0,0,Backtracking
99,1,generator,Kruskal,1,1,,163302200,4227328,,199,199,19998,19603,0,0,0,0,Kruskal
99,1,solver,Backtracking,1,1,,121358300,3642992,,199,199,19998,19603,3827,14510,18337,0,Backtracking
99,1,solver,AStar,1,1,,68376800,2415032,,199,199,19998,19603,3827,3568,7395,0,Backtracking
99,1,solver,Backtracking,1,1,,42795200,2069176,,199,199,19998,19603,827,6002,6829,0,Kruskal
99,1,solver,AStar,1,1,,116711900,3523488,,199,199,19998,19603,827,10526,11353,0,Kruskal
100,1,generator,Backtracking,1,1,,162632900,679888,,201,201,20400,20001,0,0,0,0,Backtracking
100,1,generator,Kruskal,1,1,,159642300,4358424,,201,201,20400,20001,0,0,0,0,Kruskal
100,1,solver,Backtracking,1,1,,131085400,3705112,,201,201,20400,20001,3535,15180,18715,0,Backtracking
100,1,solver,AStar,1,1,,50936100,2405920,,201,201,20400,20001,3535,2734,6269,0,Backtracking
100,1,solver,Backtracking,1,1,,110344800,3555840,,201,201,20400,20001,955,16268,17223,0,Kruskal
100,1,solver,AStar,1,1,,100591700,3573424,,201,201,20400,20001,955,10510,11465,0,Kruskal
101,1,generator,Backtracking,1,1,,167433400,677704,,203,203,20806,20403,0,0,0,0,Backtracking
101,1,generator,Kruskal,1,1,,177957400,4439104,,203,203,20806,20403,0,0,0,0,Kruskal
101,1,solver,Backtracking,1,1,,109236400,3795136,,203,203,20806,20403,3319,16034,19353,0,Backtracking
101,1,solver,AStar,1,1,,45241000,2058576,,203,203,20806,20403,3319,1998,5317,0,Backtracking
101,1,solver,Backtracking,1,1,,74531000,3146632,,203,203,20806,20403,903,10094,10997,0,Kruskal
101,1,solver,AStar,1,1,,165257600,3960040,,203,203,20806,20403,903,17622,18525,0,Kruskal
102,1,generator,Backtracking,1,1,,157228900,690096,,205,205,21216,20809,0,0,0,0,Backtracking
102,1,generator,Kruskal,1,1,,184905600,4520536,,205,205,21216,20809,0,0,0,0,Kruskal
102,1,solver,Backtracking,1,1,,120844100,3836336,,205,205,21216,20809,3859,15676,19535,0,Backtracking
102,1,solver,AStar,1,1,,97127500,2495336,,205,205,21216,20809,3859,3988,7847,0,Backtracking
102,1,solver,Backtracking,1,1,,97994400,3162912,,205,205,21216,20809,767,11702,12469,0,Kruskal
102,1,solver,AStar,1,1,,125726900,3606840,,205,205,21216,20809,767,14104,14871,0,Kruskal
103,1,generator,Backtracking,1,1,,176526700,707344,,207,207,21630,21219,0,0,0,0,Backtracking
103,1,generator,Kruskal,1,1,,181427100,4602752,,207,207,21630,21219,0,0,0,0,Kruskal
103,1,solver,Backtracking,1,1,,123859100,3925216,,207,207,21630,21219,3663,16492,20155,0,Backtracking
103,1,solver,AStar,1,1,,63537200,2451336,,207,207,21630,21219,3663,3540,7203,0,Backtracking
103,1,solver,Backtracking,1,1,,95644800,3326536,,207,207,21630,21219,839,13864,14703,0,Kruskal
103,1,solver,AStar,1,1,,111886100,3598368,,207,207,21630,21219,839,10620,11459,0,Kruskal
104,1,generator,Backtracking,1,1,,154467200,690600,,209,209,22048,21633,0,0,0,0,Backtracking
104,1,generator,Kruskal,1,1,,180832700,4685720,,209,209,22048,21633,0,0,0,0,Kruskal
104,1,solver,Backtracking,1,1,,142247000,3952184,,209,209,22048,21633,3767,16440,20207,0,Backtracking
104,1,solver,AStar,1,1,,65290800,2458704,,209,209,22048,21633,3767,3196,6963,0,Backtracking
104,1,solver,Backtracking,1,1,,75481300,3202736,,209,209,22048,21633,879,11780,12659,0,Kruskal
104,1,solver,AStar,1,1,,187453300,3853352,,209,209,22048,21633,879,15840,16719,0,Kruskal
105,1,generator,Backtracking,1,1,,183927200,725344,,211,211,22470,22051,0,0,0,0,Backtracking
105,1,generator,Kruskal,1,1,,237093400,4791136,,211,211,22470,22051,0,0,0,0,Kruskal
105,1,solver,Backtracking,1,1,,127336800,3949616,,211,211,22470,22051,4347,15648,19995,0,Backtracking
105,1,solver,AStar,1,1,,94497100,2677768,,211,211,22470,22051,4347,5114,9461,0,Backtracking
105,1,solver,Backtracking,1,1,,63189500,2620008,,211,211,22470,22051,847,9820,10667,0,Kruskal
105,1,solver,AStar,1,1,,207718300,3885800,,211,211,22470,22051,847,16668,17515,0,Kruskal
106,1,generator,Backtracking,1,1,,247050200,703928,,213,213,22896,22473,0,0,0,0,Backtracking
106,1,generator,Kruskal,1,1,,260955800,4875640,,213,213,22896,22473,0,0,0,0,Kruskal
106,1,solver,Backtracking,1,1,,148248200,4107944,,213,213,22896,22473,4527,16686,21213,0,Backtracking
106,1,solver,AStar,1,1,,104387800,2751432,,213,213,22896,22473,4527,5614,10141,0,Backtracking
106,1,solver,Backtracking,1,1,,134336600,3502832,,213,213,22896,22473,731,15018,15749,0,Kruskal
106,1,solver,AStar,1,1,,135469100,3627768,,213,213,22896,22473,731,12712,13443,0,Kruskal
107,1,generator,Backtracking,1,1,,393727700,732800,,215,215,23326,22899,0,0,0,0,Backtracking
107,1,generator,Kruskal,1,1,,293867700,4960928,,215,215,23326,22899,0,0,0,0,Kruskal
107,1,solver,Backtracking,1,1,,164400400,5502776,,215,215,23326,22899,3639,18230,21869,0,Backtracking
107,1,solver,AStar,1,1,,80685700,2499872,,215,215,23326,22899,3639,2666,6305,0,Backtracking
107,1,solver,Backtracking,1,1,,73337600,3270488,,215,215,23326,22899,1051,10302,11353,0,Kruskal
107,1,solver,AStar,1,1,,162386500,4016968,,215,215,23326,22899,1051,17182,18233,0,Kruskal
108,1,generator,Backtracking,1,1,,177262400,711976,,217,217,23760,23329,0,0,0,0,Backtracking
108,1,generator,Kruskal,1,1,,227060900,5046968,,217,217,23760,23329,0,0,0,0,Kruskal
108,1,solver,Backtracking,1,1,,155873400,4105544,,217,217,23760,23329,4843,15974,20817,0,Backtracking
108,1,solver,AStar,1,1,,116427400,3732872,,217,217,23760,23329,4843,8084,12927,0,Backtracking
108,1,solver,Backtracking,1,1,,52627900,2260904,,217,217,23760,23329,999,5856,6855,0,Kruskal
108,1,solver,AStar,1,1,,146160100,3716568,,217,217,23760,23329,999,13496,14495,0,Kruskal
109,1,generator,Backtracking,1,1,,234233600,728584,,219,219,24198,23763,0,0,0,0,Backtracking
109,1,generator,Kruskal,1,1,,336433500,5133792,,219,219,24198,23763,0,0,0,0,Kruskal
109,1,solver,Backtracking,1,1,,148987200,5546352,,219,219,24198,23763,4611,17966,22577,0,Backtracking
109,1,solver,AStar,1,1,,169245300,3746336,,219,219,24198,23763,4611,6914,11525,0,Backtracking
109,1,solver,Backtracking,1,1,,167654000,3872472,,219,219,24198,23763,767,17720,18487,0,Kruskal
109,1,solver,AStar,1,1,,170970400,3769560,,219,219,24198,23763,767,15182,15949,0,Kruskal
110,1,generator,Backtracking,1,1,,214405600,726296,,221,221,24640,24201,0,0,0,0,Backtracking
110,1,generator,Kruskal,1,1,,239065400,5221368,,221,221,24640,24201,0,0,0,0,Kruskal
110,1,solver,Backtracking,1,1,,156722300,5567640,,221,221,24640,24201,4691,18150,22841,0,Backtracking
110,1,solver,AStar,1,1,,134043600,3792824,,221,221,24640,24201,4691,9910,14601,0,Backtracking
110,1,solver,Backtracking,1,1,,92709200,3403264,,221,221,24640,24201,883,13164,14047,0,Kruskal
110,1,solver,AStar,1,1,,219612700,3920072,,221,221,24640,24201,883,16150,17033,0,Kruskal
111,1,generator,Backtracking,1,1,,272116800,754784,,223,223,25086,24643,0,0,0,0,Backtracking
111,1,generator,Kruskal,1,1,,232305900,5334112,,223,223,25086,24643,0,0,0,0,Kruskal
111,1,solver,Backtracking,1,1,,178039000,5588840,,223,223,25086,24643,4607,18854,23461,0,Backtracking
111,1,solver,AStar,1,1,,110664300,3774984,,223,223,25086,24643,4607,6368,10975,0,Backtracking
111,1,solver,Backtracking,1,1,,94663600,3632936,,223,223,25086,24643,667,15322,15989,0,Kruskal
111,1,solver,AStar,1,1,,86809900,2737384,,223,223,25086,24643,667,9294,9961,0,Kruskal
112,1,generator,Backtracking,1,1,,188097000,745752,,225,225,25536,25089,0,0,0,0,Backtracking
112,1,generator,Kruskal,1,1,,196332900,5423224,,225,225,25536,25089,0,0,0,0,Kruskal
112,1,solver,Backtracking,1,1,,133393200,5610976,,225,225,25536,25089,5343,18332,23675,0,Backtracking
112,1,solver,AStar,1,1,,144400900,4083608,,225,225,25536,25089,5343,12252,17595,0,Backtracking
112,1,solver,Backtracking,1,1,,67423200,3374888,,225,225,25536,25089,1011,11302,12313,0,Kruskal
112,1,solver,AStar,1,1,,159848200,3992520,,225,225,25536,25089,1011,16492,17503,0,Kruskal
113,1,generator,Backtracking,1,1,,196134500,779232,,227,227,25990,25539,0,0,0,0,Backtracking
113,1,generator,Kruskal,1,1,,206061500,5513120,,227,227,25990,25539,0,0,0,0,Kruskal
113,1,solver,Backtracking,1,1,,139730100,5634448,,227,227,25990,25539,5955,17812,23767,0,Backtracking
113,1,solver,AStar,1,1,,177302400,6375968,,227,227,25990,25539,5955,15030,20985,0,Backtracking
113,1,solver,Backtracking,1,1,,90102500,3659176,,227,227,25990,25539,735,15052,15787,0,Kruskal
113,1,solver,AStar,1,1,,100178300,3726904,,227,227,25990,25539,735,11196,11931,0,Kruskal
114,1,generator,Backtracking,1,1,,241580800,779304,,229,229,26448,25993,0,0,0,0,Backtracking
114,1,generator,Kruskal,1,1,,213723900,5603768,,229,229,26448,25993,0,0,0,0,Kruskal
114,1,solver,Backtracking,1,1,,140404600,5655952,,229,229,26448,25993,4455,19068,23523,0,Backtracking
114,1,solver,AStar,1,1,,84246400,2863704,,229,229,26448,25993,4455,5660,10115,0,Backtracking
114,1,solver,Backtracking,1,1,,85819600,3658264,,229,229,26448,25993,847,14728,15575,0,Kruskal
114,1,solver,AStar,1,1,,133492300,3955688,,229,229,26448,25993,847,15186,16033,0,Kruskal
115,1,generator,Backtracking,1,1,,195427100,763960,,231,231,26910,26451,0,0,0,0,Backtracking
115,1,generator,Kruskal,1,1,,208896600,5695200,,231,231,26910,26451,0,0,0,0,Kruskal
115,1,solver,Backtracking,1,1,,141715500,5678808,,231,231,26910,26451,6275,18480,24755,0,Backtracking
115,1,solver,AStar,1,1,,222549400,8104896,,231,231,26910,26451,6275,19372,25647,0,Backtracking
115,1,solver,Backtracking,1,1,,100135200,3858752,,231,231,26910,26451,915,16262,17177,0,Kruskal
115,1,solver,AStar,1,1,,138327700,3985864,,231,231,26910,26451,915,15866,16781,0,Kruskal
116,1,generator,Backtracking,1,1,,189263000,870232,,233,233,27376,26913,0,0,0,0,Backtracking
116,1,generator,Kruskal,1,1,,213010500,5854776,,233,233,27376,26913,0,0,0,0,Kruskal
116,1,solver,Backtracking,1,1,,152924600,5703400,,233,233,27376,26913,4319,20994,25313,0,Backtracking
116,1,solver,AStar,1,1,,73781300,2758456,,233,233,27376,26913,4319,4244,8563,0,Backtracking
116,1,solver,Backtracking,1,1,,112235800,4217880,,233,233,27376,26913,1227,18860,20087,0,Kruskal
116,1,solver,AStar,1,1,,221946300,8067392,,233,233,27376,26913,1227,24796,26023,0,Kruskal
117,1,generator,Backtracking,1,1,,197803600,889192,,235,235,27846,27379,0,0,0,0,Backtracking
117,1,generator,Kruskal,1,1,,228568300,5948320,,235,235,27846,27379,0,0,0,0,Kruskal
117,1,solver,Backtracking,1,1,,175784300,5728096,,235,235,27846,27379,4067,22184,26251,0,Backtracking
117,1,solver,AStar,1,1,,60152300,2646776,,235,235,27846,27379,4067,2844,6911,0,Backtracking
117,1,solver,Backtracking,1,1,,53811300,2432416,,235,235,27846,27379,895,5318,6213,0,Kruskal
117,1,solver,AStar,1,1,,184061900,3827752,,235,235,27846,27379,895,14044,14939,0,Kruskal
118,1,generator,Backtracking,1,1,,235760100,868912,,237,237,28320,27849,0,0,0,0,Backtracking
118,1,generator,Kruskal,1,1,,228403800,6070040,,237,237,28320,27849,0,0,0,0,Kruskal
118,1,solver,Backtracking,1,1,,168555700,5749192,,237,237,28320,27849,5271,21000,26271,0,Backtracking
118,1,solver,AStar,1,1,,114610500,3880344,,237,237,28320,27849,5271,7922,13193,0,Backtracking
118,1,solver,Backtracking,1,1,,77174900,3513872,,237,237,28320,27849,1563,11468,13031,0,Kruskal
118,1,solver,AStar,1,1,,266331300,8110440,,237,237,28320,27849,1563,23928,25491,0,Kruskal
119,1,generator,Backtracking,1,1,,217698600,886216,,239,239,28798,28323,0,0,0,0,Backtracking
119,1,generator,Kruskal,1,1,,246036100,6165120,,239,239,28798,28323,0,0,0,0,Kruskal
119,1,solver,Backtracking,1,1,,172217200,5773216,,239,239,28798,28323,6099,20832,26931,0,Backtracking
119,1,solver,AStar,1,1,,175316700,4336376,,239,239,28798,28323,6099,13180,19279,0,Backtracking
119,1,solver,Backtracking,1,1,,116439300,4149416,,239,239,28798,28323,935,17970,18905,0,Kruskal
119,1,solver,AStar,1,1,,208458800,6365096,,239,239,28798,28323,935,19130,20065,0,Kruskal
120,1,generator,Backtracking,1,1,,281600600,889080,,241,241,29280,28801,0,0,0,0,Backtracking
120,1,generator,Kruskal,1,1,,259572600,6260952,,241,241,29280,28801,0,0,0,0,Kruskal
120,1,solver,Backtracking,1,1,,157847300,5851656,,241,241,29280,28801,4683,22892,27575,0,Backtracking
120,1,solver,AStar,1,1,,84900600,2968984,,241,241,29280,28801,4683,5564,10247,0,Backtracking
120,1,solver,Backtracking,1,1,,47978100,2676624,,241,241,29280,28801,1551,6482,8033,0,Kruskal
120,1,solver,AStar,1,1,,283290900,8140176,,241,241,29280,28801,1551,26318,27869,0,Kruskal
121,1,generator,Backtracking,1,1,,266835200,921352,,243,243,29766,29283,0,0,0,0,Backtracking
121,1,generator,Kruskal,1,1,,314291000,6357568,,243,243,29766,29283,0,0,0,0,Kruskal
