size,seed,role,algo,repeat,ok,error,time_ns,tracemalloc_peak_bytes,rss_delta_bytes,ascii_h,ascii_w,wall_count,corridor_count,path_length,explored_count,visited_count,other_count,gen_source
1,1,generator,Backtracking,1,1,,70800,1928,,3,3,6,3,0,0,0,0,Backtracking
1,1,generator,Kruskal,1,1,,58400,2040,,3,3,6,3,0,0,0,0,Kruskal
1,1,solver,Backtracking,1,1,,79800,3032,,3,3,6,3,3,0,3,0,Backtracking
1,1,solver,AStar,1,1,,91700,3016,,3,3,6,3,3,0,3,0,Backtracking
1,1,solver,Backtracking,1,1,,62700,2992,,3,3,6,3,3,0,3,0,Kruskal
1,1,solver,AStar,1,1,,62300,2968,,3,3,6,3,3,0,3,0,Kruskal
2,1,generator,Backtracking,1,1,,136900,2792,,5,5,16,9,0,0,0,0,Backtracking
2,1,generator,Kruskal,1,1,,91500,3096,,5,5,16,9,0,0,0,0,Kruskal
2,1,solver,Backtracking,1,1,,120600,4544,,5,5,16,9,7,2,9,0,Backtracking
2,1,solver,AStar,1,1,,101300,4504,,5,5,16,9,7,0,7,0,Backtracking
2,1,solver,Backtracking,1,1,,117100,4496,,5,5,16,9,7,2,9,0,Kruskal
2,1,solver,AStar,1,1,,97600,4456,,5,5,16,9,7,0,7,0,Kruskal
3,1,generator,Backtracking,1,1,,284300,3312,,7,7,30,19,0,0,0,0,Backtracking
3,1,generator,Kruskal,1,1,,124800,4712,,7,7,30,19,0,0,0,0,Kruskal
3,1,solver,Backtracking,1,1,,191100,6752,,7,7,30,19,11,8,19,0,Backtracking
3,1,solver,AStar,1,1,,127900,5960,,7,7,30,19,11,0,11,0,Backtracking
3,1,solver,Backtracking,1,1,,173200,6592,,7,7,30,19,11,6,17,0,Kruskal
3,1,solver,AStar,1,1,,137300,5984,,7,7,30,19,11,4,15,0,Kruskal
4,1,generator,Backtracking,1,1,,316700,4688,,9,9,48,33,0,0,0,0,Backtracking
4,1,generator,Kruskal,1,1,,167600,7704,,9,9,48,33,0,0,0,0,Kruskal
4,1,solver,Backtracking,1,1,,273000,10032,,9,9,48,33,31,2,33,0,Backtracking
4,1,solver,AStar,1,1,,219800,10336,,9,9,48,33,31,0,31,0,Backtracking
4,1,solver,Backtracking,1,1,,281800,9792,,9,9,48,33,19,10,29,0,Kruskal
4,1,solver,AStar,1,1,,232300,10328,,9,9,48,33,19,2,21,0,Kruskal
5,1,generator,Backtracking,1,1,,426500,5552,,11,11,70,51,0,0,0,0,Backtracking
5,1,generator,Kruskal,1,1,,232400,11024,,11,11,70,51,0,0,0,0,Kruskal
5,1,solver,Backtracking,1,1,,386200,14536,,11,11,70,51,35,16,51,0,Backtracking
5,1,solver,AStar,1,1,,268900,11624,,11,11,70,51,35,2,37,0,Backtracking
5,1,solver,Backtracking,1,1,,332200,14616,,11,11,70,51,19,24,43,0,Kruskal
5,1,solver,AStar,1,1,,261900,11648,,11,11,70,51,19,16,35,0,Kruskal
6,1,generator,Backtracking,1,1,,566000,6456,,13,13,96,73,0,0,0,0,Backtracking
6,1,generator,Kruskal,1,1,,289700,15096,,13,13,96,73,0,0,0,0,Kruskal
6,1,solver,Backtracking,1,1,,517500,18352,,13,13,96,73,31,42,73,0,Backtracking
6,1,solver,AStar,1,1,,253500,12264,,13,13,96,73,31,2,33,0,Backtracking
6,1,solver,Backtracking,1,1,,364800,16088,,13,13,96,73,23,26,49,0,Kruskal
6,1,solver,AStar,1,1,,221100,12512,,13,13,96,73,23,4,27,0,Kruskal
7,1,generator,Backtracking,1,1,,739500,7824,,15,15,126,99,0,0,0,0,Backtracking
7,1,generator,Kruskal,1,1,,418600,19920,,15,15,126,99,0,0,0,0,Kruskal
7,1,solver,Backtracking,1,1,,644200,26152,,15,15,126,99,79,12,91,0,Backtracking
7,1,solver,AStar,1,1,,577900,31608,,15,15,126,99,79,12,91,0,Backtracking
7,1,solver,Backtracking,1,1,,651300,26176,,15,15,126,99,39,58,97,0,Kruskal
7,1,solver,AStar,1,1,,509600,26120,,15,15,126,99,39,40,79,0,Kruskal
8,1,generator,Backtracking,1,1,,966000,10160,,17,17,160,129,0,0,0,0,Backtracking
8,1,generator,Kruskal,1,1,,494400,26632,,17,17,160,129,0,0,0,0,Kruskal
8,1,solver,Backtracking,1,1,,799600,30088,,17,17,160,129,79,42,121,0,Backtracking
8,1,solver,AStar,1,1,,902700,32968,,17,17,160,129,79,10,89,0,Backtracking
8,1,solver,Backtracking,1,1,,789800,29152,,17,17,160,129,31,80,111,0,Kruskal
8,1,solver,AStar,1,1,,634600,18880,,17,17,160,129,31,12,43,0,Kruskal
9,1,generator,Backtracking,1,1,,1209200,11936,,19,19,198,163,0,0,0,0,Backtracking
9,1,generator,Kruskal,1,1,,639000,32928,,19,19,198,163,0,0,0,0,Kruskal
9,1,solver,Backtracking,1,1,,1123400,35968,,19,19,198,163,95,60,155,0,Backtracking
9,1,solver,AStar,1,1,,735300,34320,,19,19,198,163,95,16,111,0,Backtracking
9,1,solver,Backtracking,1,1,,792300,30320,,19,19,198,163,55,44,99,0,Kruskal
9,1,solver,AStar,1,1,,795300,35224,,19,19,198,163,55,76,131,0,Kruskal
10,1,generator,Backtracking,1,1,,1558900,13304,,21,21,240,201,0,0,0,0,Backtracking
10,1,generator,Kruskal,1,1,,734500,40168,,21,21,240,201,0,0,0,0,Kruskal
10,1,solver,Backtracking,1,1,,1253600,49072,,21,21,240,201,91,102,193,0,Backtracking
10,1,solver,AStar,1,1,,693500,35720,,21,21,240,201,91,10,101,0,Backtracking
10,1,solver,Backtracking,1,1,,623700,32784,,21,21,240,201,47,44,91,0,Kruskal
10,1,solver,AStar,1,1,,669500,36288,,21,21,240,201,47,56,103,0,Kruskal
11,1,generator,Backtracking,1,1,,2024100,14368,,23,23,286,243,0,0,0,0,Backtracking
11,1,generator,Kruskal,1,1,,863200,47968,,23,23,286,243,0,0,0,0,Kruskal
11,1,solver,Backtracking,1,1,,1510500,54184,,23,23,286,243,159,76,235,0,Backtracking
11,1,solver,AStar,1,1,,1296000,54008,,23,23,286,243,159,58,217,0,Backtracking
11,1,solver,Backtracking,1,1,,1007100,41416,,23,23,286,243,43,116,159,0,Kruskal
11,1,solver,AStar,1,1,,492500,24824,,23,23,286,243,43,26,69,0,Kruskal
12,1,generator,Backtracking,1,1,,2109500,18400,,25,25,336,289,0,0,0,0,Backtracking
12,1,generator,Kruskal,1,1,,1014400,58152,,25,25,336,289,0,0,0,0,Kruskal
12,1,solver,Backtracking,1,1,,2138200,62096,,25,25,336,289,163,118,281,0,Backtracking
12,1,solver,AStar,1,1,,1183400,55712,,25,25,336,289,163,24,187,0,Backtracking
12,1,solver,Backtracking,1,1,,769500,39496,,25,25,336,289,71,40,111,0,Kruskal
12,1,solver,AStar,1,1,,1557400,57264,,25,25,336,289,71,202,273,0,Kruskal
13,1,generator,Backtracking,1,1,,2567900,19712,,27,27,390,339,0,0,0,0,Backtracking
13,1,generator,Kruskal,1,1,,1242100,67904,,27,27,390,339,0,0,0,0,Kruskal
13,1,solver,Backtracking,1,1,,2041500,70504,,27,27,390,339,183,148,331,0,Backtracking
13,1,solver,AStar,1,1,,1292700,57488,,27,27,390,339,183,26,209,0,Backtracking
13,1,solver,Backtracking,1,1,,1941700,62920,,27,27,390,339,59,190,249,0,Kruskal
13,1,solver,AStar,1,1,,1417600,58392,,27,27,390,339,59,118,177,0,Kruskal
14,1,generator,Backtracking,1,1,,2763300,21656,,29,29,448,393,0,0,0,0,Backtracking
14,1,generator,Kruskal,1,1,,1485700,78056,,29,29,448,393,0,0,0,0,Kruskal
14,1,solver,Backtracking,1,1,,2180400,93080,,29,29,448,393,199,186,385,0,Backtracking
14,1,solver,AStar,1,1,,1566100,60328,,29,29,448,393,199,62,261,0,Backtracking
14,1,solver,Backtracking,1,1,,2112400,93528,,29,29,448,393,67,296,363,0,Kruskal
14,1,solver,AStar,1,1,,1194900,60312,,29,29,448,393,67,114,181,0,Kruskal
15,1,generator,Backtracking,1,1,,3233000,21952,,31,31,510,451,0,0,0,0,Backtracking
15,1,generator,Kruskal,1,1,,1902100,88992,,31,31,510,451,0,0,0,0,Kruskal
15,1,solver,Backtracking,1,1,,2773200,98464,,31,31,510,451,235,208,443,0,Backtracking
15,1,solver,AStar,1,1,,2111700,119032,,31,31,510,451,235,130,365,0,Backtracking
15,1,solver,Backtracking,1,1,,2582900,96592,,31,31,510,451,87,314,401,0,Kruskal
15,1,solver,AStar,1,1,,1963400,98280,,31,31,510,451,87,236,323,0,Kruskal
16,1,generator,Backtracking,1,1,,3661600,28808,,33,33,576,513,0,0,0,0,Backtracking
16,1,generator,Kruskal,1,1,,1949300,102840,,33,33,576,513,0,0,0,0,Kruskal
16,1,solver,Backtracking,1,1,,3080700,109008,,33,33,576,513,215,290,505,0,Backtracking
16,1,solver,AStar,1,1,,1811700,65080,,33,33,576,513,215,52,267,0,Backtracking
16,1,solver,Backtracking,1,1,,1050000,57768,,33,33,576,513,71,76,147,0,Kruskal
16,1,solver,AStar,1,1,,1560800,66216,,33,33,576,513,71,186,257,0,Kruskal
17,1,generator,Backtracking,1,1,,4103900,30384,,35,35,646,579,0,0,0,0,Backtracking
17,1,generator,Kruskal,1,1,,4366700,116560,,35,35,646,579,0,0,0,0,Kruskal
17,1,solver,Backtracking,1,1,,5292900,120056,,35,35,646,579,231,340,571,0,Backtracking
17,1,solver,AStar,1,1,,1937900,69048,,35,35,646,579,231,62,293,0,Backtracking
17,1,solver,Backtracking,1,1,,2084700,104136,,35,35,646,579,99,242,341,0,Kruskal
17,1,solver,AStar,1,1,,2276400,123944,,35,35,646,579,99,288,387,0,Kruskal
18,1,generator,Backtracking,1,1,,4619000,31520,,37,37,720,649,0,0,0,0,Backtracking
18,1,generator,Kruskal,1,1,,2922900,131032,,37,37,720,649,0,0,0,0,Kruskal
18,1,solver,Backtracking,1,1,,3642200,131216,,37,37,720,649,247,388,635,0,Backtracking
18,1,solver,AStar,1,1,,2072800,126328,,37,37,720,649,247,92,339,0,Backtracking
18,1,solver,Backtracking,1,1,,3232100,124168,,37,37,720,649,119,444,563,0,Kruskal
18,1,solver,AStar,1,1,,2777900,126568,,37,37,720,649,119,360,479,0,Kruskal
19,1,generator,Backtracking,1,1,,5106700,33344,,39,39,798,723,0,0,0,0,Backtracking
19,1,generator,Kruskal,1,1,,3440700,146352,,39,39,798,723,0,0,0,0,Kruskal
19,1,solver,Backtracking,1,1,,4011100,177240,,39,39,798,723,363,334,697,0,Backtracking
19,1,solver,AStar,1,1,,3306900,134536,,39,39,798,723,363,152,515,0,Backtracking
19,1,solver,Backtracking,1,1,,2038600,93016,,39,39,798,723,83,244,327,0,Kruskal
19,1,solver,AStar,1,1,,1711000,75704,,39,39,798,723,83,204,287,0,Kruskal
20,1,generator,Backtracking,1,1,,5642600,39696,,41,41,880,801,0,0,0,0,Backtracking
20,1,generator,Kruskal,1,1,,3797500,165752,,41,41,880,801,0,0,0,0,Kruskal
20,1,solver,Backtracking,1,1,,4569900,181704,,41,41,880,801,327,456,783,0,Backtracking
20,1,solver,AStar,1,1,,2872800,131880,,41,41,880,801,327,122,449,0,Backtracking
20,1,solver,Backtracking,1,1,,2595900,118024,,41,41,880,801,95,338,433,0,Kruskal
20,1,solver,AStar,1,1,,3016200,133640,,41,41,880,801,95,380,475,0,Kruskal
21,1,generator,Backtracking,1,1,,6162000,41016,,43,43,966,883,0,0,0,0,Backtracking
21,1,generator,Kruskal,1,1,,4572800,182896,,43,43,966,883,0,0,0,0,Kruskal
21,1,solver,Backtracking,1,1,,4867900,186888,,43,43,966,883,395,452,847,0,Backtracking
21,1,solver,AStar,1,1,,4439800,152952,,43,43,966,883,395,254,649,0,Backtracking
21,1,solver,Backtracking,1,1,,3600200,146960,,43,43,966,883,119,526,645,0,Kruskal
21,1,solver,AStar,1,1,,2025000,134904,,43,43,966,883,119,230,349,0,Kruskal
22,1,generator,Backtracking,1,1,,6927700,46488,,45,45,1056,969,0,0,0,0,Backtracking
22,1,generator,Kruskal,1,1,,4995800,200856,,45,45,1056,969,0,0,0,0,Kruskal
22,1,solver,Backtracking,1,1,,5430000,203040,,45,45,1056,969,355,600,955,0,Backtracking
22,1,solver,AStar,1,1,,3029500,139400,,45,45,1056,969,355,108,463,0,Backtracking
22,1,solver,Backtracking,1,1,,1732400,101408,,45,45,1056,969,135,136,271,0,Kruskal
22,1,solver,AStar,1,1,,4842500,203640,,45,45,1056,969,135,726,861,0,Kruskal
23,1,generator,Backtracking,1,1,,7460000,51216,,47,47,1150,1059,0,0,0,0,Backtracking
23,1,generator,Kruskal,1,1,,5409600,219760,,47,47,1150,1059,0,0,0,0,Kruskal
23,1,solver,Backtracking,1,1,,5948200,218176,,47,47,1150,1059,307,744,1051,0,Backtracking
23,1,solver,AStar,1,1,,2559600,140912,,47,47,1150,1059,307,94,401,0,Backtracking
23,1,solver,Backtracking,1,1,,6309300,195896,,47,47,1150,1059,139,566,705,0,Kruskal
23,1,solver,AStar,1,1,,3615400,141968,,47,47,1150,1059,139,216,355,0,Kruskal
24,1,generator,Backtracking,1,1,,12861800,50824,,49,49,1248,1153,0,0,0,0,Backtracking
24,1,generator,Kruskal,1,1,,7504100,239560,,49,49,1248,1153,0,0,0,0,Kruskal
24,1,solver,Backtracking,1,1,,6984300,233512,,49,49,1248,1153,351,790,1141,0,Backtracking
24,1,solver,AStar,1,1,,4418200,145800,,49,49,1248,1153,351,110,461,0,Backtracking
24,1,solver,Backtracking,1,1,,4004000,164152,,49,49,1248,1153,107,556,663,0,Kruskal
24,1,solver,AStar,1,1,,3418100,147688,,49,49,1248,1153,107,406,513,0,Kruskal
25,1,generator,Backtracking,1,1,,14330000,53800,,51,51,1350,1251,0,0,0,0,Backtracking
25,1,generator,Kruskal,1,1,,7260100,258912,,51,51,1350,1251,0,0,0,0,Kruskal
25,1,solver,Backtracking,1,1,,7683000,247440,,51,51,1350,1251,379,840,1219,0,Backtracking
25,1,solver,AStar,1,1,,11266800,153112,,51,51,1350,1251,379,124,503,0,Backtracking
25,1,solver,Backtracking,1,1,,14426100,215200,,51,51,1350,1251,171,744,915,0,Kruskal
25,1,solver,AStar,1,1,,6764000,213528,,51,51,1350,1251,171,522,693,0,Kruskal
26,1,generator,Backtracking,1,1,,10110300,60832,,53,53,1456,1353,0,0,0,0,Backtracking
26,1,generator,Kruskal,1,1,,7497900,285608,,53,53,1456,1353,0,0,0,0,Kruskal
26,1,solver,Backtracking,1,1,,7366900,265432,,53,53,1456,1353,355,976,1331,0,Backtracking
26,1,solver,AStar,1,1,,3267300,153512,,53,53,1456,1353,355,114,469,0,Backtracking
26,1,solver,Backtracking,1,1,,2804900,150728,,53,53,1456,1353,163,272,435,0,Kruskal
26,1,solver,AStar,1,1,,4458400,218128,,53,53,1456,1353,163,620,783,0,Kruskal
27,1,generator,Backtracking,1,1,,10964600,68536,,55,55,1566,1459,0,0,0,0,Backtracking
27,1,generator,Kruskal,1,1,,8105000,306752,,55,55,1566,1459,0,0,0,0,Kruskal
27,1,solver,Backtracking,1,1,,8195600,348392,,55,55,1566,1459,347,1096,1443,0,Backtracking
27,1,solver,AStar,1,1,,3166500,156248,,55,55,1566,1459,347,112,459,0,Backtracking
27,1,solver,Backtracking,1,1,,6083700,247312,,55,55,1566,1459,151,938,1089,0,Kruskal
27,1,solver,AStar,1,1,,4690900,221864,,55,55,1566,1459,151,658,809,0,Kruskal
28,1,generator,Backtracking,1,1,,10835000,66864,,57,57,1680,1569,0,0,0,0,Backtracking
28,1,generator,Kruskal,1,1,,9081700,330104,,57,57,1680,1569,0,0,0,0,Kruskal
28,1,solver,Backtracking,1,1,,9014300,354472,,57,57,1680,1569,335,1216,1551,0,Backtracking
28,1,solver,AStar,1,1,,2991400,158952,,57,57,1680,1569,335,110,445,0,Backtracking
28,1,solver,Backtracking,1,1,,6066500,251176,,57,57,1680,1569,147,936,1083,0,Kruskal
28,1,solver,AStar,1,1,,5255900,225848,,57,57,1680,1569,147,748,895,0,Kruskal
29,1,generator,Backtracking,1,1,,11783000,72880,,59,59,1798,1683,0,0,0,0,Backtracking
29,1,generator,Kruskal,1,1,,9596900,354432,,59,59,1798,1683,0,0,0,0,Kruskal
29,1,solver,Backtracking,1,1,,13370000,359952,,59,59,1798,1683,419,1234,1653,0,Backtracking
29,1,solver,AStar,1,1,,4489000,177288,,59,59,1798,1683,419,192,611,0,Backtracking
29,1,solver,Backtracking,1,1,,4469400,228904,,59,59,1798,1683,175,594,769,0,Kruskal
29,1,solver,AStar,1,1,,5224000,229096,,59,59,1798,1683,175,744,919,0,Kruskal
30,1,generator,Backtracking,1,1,,19145600,73984,,61,61,1920,1801,0,0,0,0,Backtracking
30,1,generator,Kruskal,1,1,,14034700,377880,,61,61,1920,1801,0,0,0,0,Kruskal
30,1,solver,Backtracking,1,1,,11964700,374296,,61,61,1920,1801,455,1310,1765,0,Backtracking
30,1,solver,AStar,1,1,,4794700,185960,,61,61,1920,1801,455,202,657,0,Backtracking
30,1,solver,Backtracking,1,1,,3103200,183248,,61,61,1920,1801,195,330,525,0,Kruskal
30,1,solver,AStar,1,1,,5833500,235144,,61,61,1920,1801,195,848,1043,0,Kruskal
31,1,generator,Backtracking,1,1,,13514800,73984,,63,63,2046,1923,0,0,0,0,Backtracking
31,1,generator,Kruskal,1,1,,11635000,403936,,63,63,2046,1923,0,0,0,0,Kruskal
31,1,solver,Backtracking,1,1,,11128400,397048,,63,63,2046,1923,367,1548,1915,0,Backtracking
31,1,solver,AStar,1,1,,3289000,173032,,63,63,2046,1923,367,104,471,0,Backtracking
31,1,solver,Backtracking,1,1,,5328000,249560,,63,63,2046,1923,183,710,893,0,Kruskal
31,1,solver,AStar,1,1,,4410200,237720,,63,63,2046,1923,183,590,773,0,Kruskal
32,1,generator,Backtracking,1,1,,14706100,87792,,65,65,2176,2049,0,0,0,0,Backtracking
32,1,generator,Kruskal,1,1,,12230000,435256,,65,65,2176,2049,0,0,0,0,Kruskal
32,1,solver,Backtracking,1,1,,8959800,379848,,65,65,2176,2049,799,746,1545,0,Backtracking
32,1,solver,AStar,1,1,,9420800,280344,,65,65,2176,2049,799,414,1213,0,Backtracking
32,1,solver,Backtracking,1,1,,9128300,380272,,65,65,2176,2049,271,1336,1607,0,Kruskal
32,1,solver,AStar,1,1,,11002000,471280,,65,65,2176,2049,271,1660,1931,0,Kruskal
33,1,generator,Backtracking,1,1,,15406300,97528,,67,67,2310,2179,0,0,0,0,Backtracking
33,1,generator,Kruskal,1,1,,13623000,463264,,67,67,2310,2179,0,0,0,0,Kruskal
33,1,solver,Backtracking,1,1,,13225600,439072,,67,67,2310,2179,359,1812,2171,0,Backtracking
33,1,solver,AStar,1,1,,3447700,183704,,67,67,2310,2179,359,128,487,0,Backtracking
33,1,solver,Backtracking,1,1,,8959700,386120,,67,67,2310,2179,187,1398,1585,0,Kruskal
33,1,solver,AStar,1,1,,8345000,476408,,67,67,2310,2179,187,1250,1437,0,Kruskal
34,1,generator,Backtracking,1,1,,15724000,95784,,69,69,2448,2313,0,0,0,0,Backtracking
34,1,generator,Kruskal,1,1,,14396000,489976,,69,69,2448,2313,0,0,0,0,Kruskal
34,1,solver,Backtracking,1,1,,13251300,460976,,69,69,2448,2313,411,1892,2303,0,Backtracking
34,1,solver,AStar,1,1,,4048800,194408,,69,69,2448,2313,411,142,553,0,Backtracking
34,1,solver,Backtracking,1,1,,8012500,394464,,69,69,2448,2313,235,1130,1365,0,Kruskal
34,1,solver,AStar,1,1,,9365300,479336,,69,69,2448,2313,235,1410,1645,0,Kruskal
35,1,generator,Backtracking,1,1,,17145300,100488,,71,71,2590,2451,0,0,0,0,Backtracking
35,1,generator,Kruskal,1,1,,15816600,519776,,71,71,2590,2451,0,0,0,0,Kruskal
35,1,solver,Backtracking,1,1,,14176900,483544,,71,71,2590,2451,367,2076,2443,0,Backtracking
35,1,solver,AStar,1,1,,3538200,194568,,71,71,2590,2451,367,138,505,0,Backtracking
35,1,solver,Backtracking,1,1,,5135400,274488,,71,71,2590,2451,235,624,859,0,Kruskal
35,1,solver,AStar,1,1,,11968100,490056,,71,71,2590,2451,235,1866,2101,0,Kruskal
36,1,generator,Backtracking,1,1,,20317900,102552,,73,73,2736,2593,0,0,0,0,Backtracking
36,1,generator,Kruskal,1,1,,16571200,548024,,73,73,2736,2593,0,0,0,0,Kruskal
36,1,solver,Backtracking,1,1,,14838700,499368,,73,73,2736,2593,1131,1372,2503,0,Backtracking
36,1,solver,AStar,1,1,,15757400,542024,,73,73,2736,2593,1131,892,2023,0,Backtracking
36,1,solver,Backtracking,1,1,,6620900,314288,,73,73,2736,2593,263,878,1141,0,Kruskal
36,1,solver,AStar,1,1,,7873500,405184,,73,73,2736,2593,263,1022,1285,0,Kruskal
37,1,generator,Backtracking,1,1,,19701500,107040,,75,75,2886,2739,0,0,0,0,Backtracking
37,1,generator,Kruskal,1,1,,17375500,579648,,75,75,2886,2739,0,0,0,0,Kruskal
37,1,solver,Backtracking,1,1,,19519600,677800,,75,75,2886,2739,379,2352,2731,0,Backtracking
37,1,solver,AStar,1,1,,3672800,205240,,75,75,2886,2739,379,136,515,0,Backtracking
37,1,solver,Backtracking,1,1,,9929900,416152,,75,75,2886,2739,239,1370,1609,0,Kruskal
37,1,solver,AStar,1,1,,9712500,494768,,75,75,2886,2739,239,1410,1649,0,Kruskal
38,1,generator,Backtracking,1,1,,20466600,115928,,77,77,3040,2889,0,0,0,0,Backtracking
38,1,generator,Kruskal,1,1,,17963100,619416,,77,77,3040,2889,0,0,0,0,Kruskal
38,1,solver,Backtracking,1,1,,11771000,465096,,77,77,3040,2889,1107,958,2065,0,Backtracking
38,1,solver,AStar,1,1,,17033000,561192,,77,77,3040,2889,1107,1012,2119,0,Backtracking
38,1,solver,Backtracking,1,1,,5262400,299712,,77,77,3040,2889,215,678,893,0,Kruskal
38,1,solver,AStar,1,1,,9572500,500568,,77,77,3040,2889,215,1390,1605,0,Kruskal
39,1,generator,Backtracking,1,1,,20787700,127904,,79,79,3198,3043,0,0,0,0,Backtracking
39,1,generator,Kruskal,1,1,,18937100,653152,,79,79,3198,3043,0,0,0,0,Kruskal
39,1,solver,Backtracking,1,1,,17402600,694152,,79,79,3198,3043,655,2338,2993,0,Backtracking
39,1,solver,AStar,1,1,,7053500,291256,,79,79,3198,3043,655,292,947,0,Backtracking
39,1,solver,Backtracking,1,1,,12490400,499936,,79,79,3198,3043,203,2068,2271,0,Kruskal
39,1,solver,AStar,1,1,,6037000,282392,,79,79,3198,3043,203,850,1053,0,Kruskal
40,1,generator,Backtracking,1,1,,25733900,138424,,81,81,3360,3201,0,0,0,0,Backtracking
40,1,generator,Kruskal,1,1,,31772800,684728,,81,81,3360,3201,0,0,0,0,Kruskal
40,1,solver,Backtracking,1,1,,23511700,702624,,81,81,3360,3201,383,2810,3193,0,Backtracking
40,1,solver,AStar,1,1,,3686100,221880,,81,81,3360,3201,383,138,521,0,Backtracking
40,1,solver,Backtracking,1,1,,14920600,551152,,81,81,3360,3201,235,2430,2665,0,Kruskal
40,1,solver,AStar,1,1,,12838000,526568,,81,81,3360,3201,235,2042,2277,0,Kruskal
41,1,generator,Backtracking,1,1,,23953300,134480,,83,83,3526,3363,0,0,0,0,Backtracking
41,1,generator,Kruskal,1,1,,21027500,720384,,83,83,3526,3363,0,0,0,0,Kruskal
41,1,solver,Backtracking,1,1,,16998300,710976,,83,83,3526,3363,1495,1368,2863,0,Backtracking
41,1,solver,AStar,1,1,,29888100,851416,,83,83,3526,3363,1495,1730,3225,0,Backtracking
41,1,solver,Backtracking,1,1,,16344500,711320,,83,83,3526,3363,247,2706,2953,0,Kruskal
41,1,solver,AStar,1,1,,9061100,430568,,83,83,3526,3363,247,1088,1335,0,Kruskal
42,1,generator,Backtracking,1,1,,27487000,142384,,85,85,3696,3529,0,0,0,0,Backtracking
42,1,generator,Kruskal,1,1,,26296900,753496,,85,85,3696,3529,0,0,0,0,Kruskal
42,1,solver,Backtracking,1,1,,20017900,726904,,85,85,3696,3529,1331,2120,3451,0,Backtracking
42,1,solver,AStar,1,1,,19077600,611656,,85,85,3696,3529,1331,1122,2453,0,Backtracking
42,1,solver,Backtracking,1,1,,14042400,548728,,85,85,3696,3529,299,2182,2481,0,Kruskal
42,1,solver,AStar,1,1,,17296700,786264,,85,85,3696,3529,299,2450,2749,0,Kruskal
43,1,generator,Backtracking,1,1,,25476800,144872,,87,87,3870,3699,0,0,0,0,Backtracking
43,1,generator,Kruskal,1,1,,23991500,787392,,87,87,3870,3699,0,0,0,0,Kruskal
43,1,solver,Backtracking,1,1,,17465100,727880,,87,87,3870,3699,1683,1344,3027,0,Backtracking
43,1,solver,AStar,1,1,,28161300,862832,,87,87,3870,3699,1683,1868,3551,0,Backtracking
43,1,solver,Backtracking,1,1,,13704800,549656,,87,87,3870,3699,351,2058,2409,0,Kruskal
43,1,solver,AStar,1,1,,18948100,793536,,87,87,3870,3699,351,2772,3123,0,Kruskal
44,1,generator,Backtracking,1,1,,26078000,142896,,89,89,4048,3873,0,0,0,0,Backtracking
44,1,generator,Kruskal,1,1,,27782700,825752,,89,89,4048,3873,0,0,0,0,Kruskal
44,1,solver,Backtracking,1,1,,23441200,788928,,89,89,4048,3873,467,3396,3863,0,Backtracking
44,1,solver,AStar,1,1,,4491500,250312,,89,89,4048,3873,467,122,589,0,Backtracking
44,1,solver,Backtracking,1,1,,17409400,738176,,89,89,4048,3873,343,2778,3121,0,Kruskal
44,1,solver,AStar,1,1,,21119600,800720,,89,89,4048,3873,343,2858,3201,0,Kruskal
45,1,generator,Backtracking,1,1,,27685900,167584,,91,91,4230,4051,0,0,0,0,Backtracking
45,1,generator,Kruskal,1,1,,26225900,861184,,91,91,4230,4051,0,0,0,0,Kruskal
45,1,solver,Backtracking,1,1,,22690900,817896,,91,91,4230,4051,467,3576,4043,0,Backtracking
45,1,solver,AStar,1,1,,4221400,257032,,91,91,4230,4051,467,128,595,0,Backtracking
45,1,solver,Backtracking,1,1,,19312000,749496,,91,91,4230,4051,291,3068,3359,0,Kruskal
45,1,solver,AStar,1,1,,11686600,539472,,91,91,4230,4051,291,1620,1911,0,Kruskal
46,1,generator,Backtracking,1,1,,29881500,167880,,93,93,4416,4233,0,0,0,0,Backtracking
46,1,generator,Kruskal,1,1,,26632400,913560,,93,93,4416,4233,0,0,0,0,Kruskal
46,1,solver,Backtracking,1,1,,24714200,847920,,93,93,4416,4233,455,3770,4225,0,Backtracking
46,1,solver,AStar,1,1,,4172600,259848,,93,93,4416,4233,455,104,559,0,Backtracking
46,1,solver,Backtracking,1,1,,13146100,574464,,93,93,4416,4233,315,2054,2369,0,Kruskal
46,1,solver,AStar,1,1,,13763700,562168,,93,93,4416,4233,315,1838,2153,0,Kruskal
47,1,generator,Backtracking,1,1,,29966900,174008,,95,95,4606,4419,0,0,0,0,Backtracking
47,1,generator,Kruskal,1,1,,33065500,950784,,95,95,4606,4419,0,0,0,0,Kruskal
47,1,solver,Backtracking,1,1,,25560700,876656,,95,95,4606,4419,519,3876,4395,0,Backtracking
47,1,solver,AStar,1,1,,4945800,332240,,95,95,4606,4419,519,162,681,0,Backtracking
47,1,solver,Backtracking,1,1,,17152300,768208,,95,95,4606,4419,359,2634,2993,0,Kruskal
47,1,solver,AStar,1,1,,19744900,827056,,95,95,4606,4419,359,2526,2885,0,Kruskal
48,1,generator,Backtracking,1,1,,32701200,171048,,97,97,4800,4609,0,0,0,0,Backtracking
48,1,generator,Kruskal,1,1,,29780600,988760,,97,97,4800,4609,0,0,0,0,Kruskal
48,1,solver,Backtracking,1,1,,26006200,908944,,97,97,4800,4609,483,4118,4601,0,Backtracking
