size,seed,role,algo,repeat,ok,error,time_ns,tracemalloc_peak_bytes,rss_delta_bytes,ascii_h,ascii_w,wall_count,corridor_count,path_length,explored_count,visited_count,other_count
97,3,generator,Backtracking,3,1,,129874000,656884,147456,195,195,19206,18819,0,0,0,0
97,4,generator,Backtracking,4,1,,130257400,636540,53248,195,195,19206,18819,0,0,0,0
97,5,generator,Backtracking,5,1,,129030000,621196,81920,195,195,19206,18819,0,0,0,0
97,1,generator,Kruskal,1,1,,141691800,4052724,4747264,195,195,19206,18819,0,0,0,0
97,2,generator,Kruskal,2,1,,142251600,4052724,-2547712,195,195,19206,18819,0,0,0,0
97,3,generator,Kruskal,3,1,,141140400,4052724,1138688,195,195,19206,18819,0,0,0,0
97,4,generator,Kruskal,4,1,,142187400,4052724,106496,195,195,19206,18819,0,0,0,0
97,5,generator,Kruskal,5,1,,139560500,4052724,98304,195,195,19206,18819,0,0,0,0
97,1,solver,Backtracking,1,1,,102607100,3625916,-1986560,195,195,19206,18819,2399,16156,18555,0
97,2,solver,Backtracking,2,1,,106500800,3625916,925696,195,195,19206,18819,2399,16156,18555,0
97,3,solver,Backtracking,3,1,,104589700,3625916,-110592,195,195,19206,18819,2399,16156,18555,0
97,4,solver,Backtracking,4,1,,104946900,3625916,114688,195,195,19206,18819,2399,16156,18555,0
97,5,solver,Backtracking,5,1,,104162100,3625916,4096,195,195,19206,18819,2399,16156,18555,0
97,1,solver,AStar,1,1,,32392000,1384836,-3854336,195,195,19206,18819,2399,1390,3789,0
97,2,solver,AStar,2,1,,32086500,1384836,430080,195,195,19206,18819,2399,1390,3789,0
97,3,solver,AStar,3,1,,32357200,1384836,32768,195,195,19206,18819,2399,1390,3789,0
97,4,solver,AStar,4,1,,31272000,1384836,32768,195,195,19206,18819,2399,1390,3789,0
97,5,solver,AStar,5,1,,32654700,1384836,0,195,195,19206,18819,2399,1390,3789,0
98,1,generator,Backtracking,1,1,,132736400,614964,520192,197,197,19600,19209,0,0,0,0
98,2,generator,Backtracking,2,1,,135784800,651844,131072,197,197,19600,19209,0,0,0,0
98,3,generator,Backtracking,3,1,,129970400,674748,28672,197,197,19600,19209,0,0,0,0
98,4,generator,Backtracking,4,1,,131415600,653076,163840,197,197,19600,19209,0,0,0,0
98,5,generator,Backtracking,5,1,,130586700,644268,0,197,197,19600,19209,0,0,0,0
98,1,generator,Kruskal,1,1,,144685300,4130572,6270976,197,197,19600,19209,0,0,0,0
98,2,generator,Kruskal,2,1,,143313500,4130572,-4296704,197,197,19600,19209,0,0,0,0
98,3,generator,Kruskal,3,1,,152654300,4130572,2928640,197,197,19600,19209,0,0,0,0
98,4,generator,Kruskal,4,1,,151428400,4130572,339968,197,197,19600,19209,0,0,0,0
98,5,generator,Kruskal,5,1,,149969400,4130572,540672,197,197,19600,19209,0,0,0,0
98,1,solver,Backtracking,1,1,,108810300,3691164,-3117056,197,197,19600,19209,2335,16636,18971,0
98,2,solver,Backtracking,2,1,,106935800,3691164,1179648,197,197,19600,19209,2335,16636,18971,0
98,3,solver,Backtracking,3,1,,103832000,3691164,0,197,197,19600,19209,2335,16636,18971,0
98,4,solver,Backtracking,4,1,,102851400,3691164,-446464,197,197,19600,19209,2335,16636,18971,0
98,5,solver,Backtracking,5,1,,104233600,3691164,352256,197,197,19600,19209,2335,16636,18971,0
98,1,solver,AStar,1,1,,30631300,1383348,-1323008,197,197,19600,19209,2335,1298,3633,0
98,2,solver,AStar,2,1,,31996500,1383348,110592,197,197,19600,19209,2335,1298,3633,0
98,3,solver,AStar,3,1,,31533000,1383348,208896,197,197,19600,19209,2335,1298,3633,0
98,4,solver,AStar,4,1,,30393000,1383348,208896,197,197,19600,19209,2335,1298,3633,0
98,5,solver,AStar,5,1,,31010400,1383348,208896,197,197,19600,19209,2335,1298,3633,0
99,1,generator,Backtracking,1,1,,135487600,625732,647168,199,199,19998,19603,0,0,0,0
99,2,generator,Backtracking,2,1,,133075600,690180,376832,199,199,19998,19603,0,0,0,0
99,3,generator,Backtracking,3,1,,132715900,702724,114688,199,199,19998,19603,0,0,0,0
99,4,generator,Backtracking,4,1,,134840900,647868,126976,199,199,19998,19603,0,0,0,0
99,5,generator,Backtracking,5,1,,130930400,659588,143360,199,199,19998,19603,0,0,0,0
99,1,generator,Kruskal,1,1,,147566600,4228468,-892928,199,199,19998,19603,0,0,0,0
99,2,generator,Kruskal,2,1,,146326000,4228468,3125248,199,199,19998,19603,0,0,0,0
99,3,generator,Kruskal,3,1,,164070700,4228468,-2150400,199,199,19998,19603,0,0,0,0
99,4,generator,Kruskal,4,1,,147235000,4228468,471040,199,199,19998,19603,0,0,0,0
99,5,generator,Kruskal,5,1,,148451300,4228468,2564096,199,199,19998,19603,0,0,0,0
99,1,solver,Backtracking,1,1,,107004600,3754340,-3952640,199,199,19998,19603,2479,16886,19365,0
99,2,solver,Backtracking,2,1,,107574800,3754340,3072000,199,199,19998,19603,2479,16886,19365,0
99,3,solver,Backtracking,3,1,,106425000,3754340,-1667072,199,199,19998,19603,2479,16886,19365,0
99,4,solver,Backtracking,4,1,,106584100,3754340,155648,199,199,19998,19603,2479,16886,19365,0
99,5,solver,Backtracking,5,1,,107381200,3754340,114688,199,199,19998,19603,2479,16886,19365,0
99,1,solver,AStar,1,1,,33869500,1427220,-1658880,199,199,19998,19603,2479,1504,3983,0
99,2,solver,AStar,2,1,,33456600,1427220,8192,199,199,19998,19603,2479,1504,3983,0
99,3,solver,AStar,3,1,,34206000,1427220,204800,199,199,19998,19603,2479,1504,3983,0
99,4,solver,AStar,4,1,,33969700,1427220,0,199,199,19998,19603,2479,1504,3983,0
99,5,solver,AStar,5,1,,34819600,1427220,0,199,199,19998,19603,2479,1504,3983,0
100,1,generator,Backtracking,1,1,,139781200,681028,1101824,201,201,20400,20001,0,0,0,0
100,2,generator,Backtracking,2,1,,142147800,747468,655360,201,201,20400,20001,0,0,0,0
100,3,generator,Backtracking,3,1,,137393400,703420,196608,201,201,20400,20001,0,0,0,0
100,4,generator,Backtracking,4,1,,137239500,726508,-5398528,201,201,20400,20001,0,0,0,0
100,5,generator,Backtracking,5,1,,135127800,676212,667648,201,201,20400,20001,0,0,0,0
100,1,generator,Kruskal,1,1,,152397900,4359564,4255744,201,201,20400,20001,0,0,0,0
100,2,generator,Kruskal,2,1,,151245400,4359564,3551232,201,201,20400,20001,0,0,0,0
100,3,generator,Kruskal,3,1,,153202700,4359564,294912,201,201,20400,20001,0,0,0,0
100,4,generator,Kruskal,4,1,,151311500,4359564,143360,201,201,20400,20001,0,0,0,0
100,5,generator,Kruskal,5,1,,151172000,4359564,217088,201,201,20400,20001,0,0,0,0
100,1,solver,Backtracking,1,1,,110576100,3818748,-3076096,201,201,20400,20001,2367,17388,19755,0
100,2,solver,Backtracking,2,1,,108638400,3818748,950272,201,201,20400,20001,2367,17388,19755,0
100,3,solver,Backtracking,3,1,,108670900,3818748,-1773568,201,201,20400,20001,2367,17388,19755,0
100,4,solver,Backtracking,4,1,,108152200,3818748,90112,201,201,20400,20001,2367,17388,19755,0
100,5,solver,Backtracking,5,1,,109790000,3818748,20480,201,201,20400,20001,2367,17388,19755,0
100,1,solver,AStar,1,1,,32509000,1418756,77824,201,201,20400,20001,2367,1364,3731,0
100,2,solver,AStar,2,1,,35751800,1418756,-131072,201,201,20400,20001,2367,1364,3731,0
100,3,solver,AStar,3,1,,32033000,1418756,16384,201,201,20400,20001,2367,1364,3731,0
100,4,solver,AStar,4,1,,31696200,1418756,16384,201,201,20400,20001,2367,1364,3731,0
100,5,solver,AStar,5,1,,31976700,1418756,-16384,201,201,20400,20001,2367,1364,3731,0
101,1,generator,Backtracking,1,1,,142163300,678844,45056,203,203,20806,20403,0,0,0,0
101,2,generator,Backtracking,2,1,,140384600,749204,-4669440,203,203,20806,20403,0,0,0,0
101,3,generator,Backtracking,3,1,,141458100,743980,745472,203,203,20806,20403,0,0,0,0
101,4,generator,Backtracking,4,1,,138791600,726340,311296,203,203,20806,20403,0,0,0,0
101,5,generator,Backtracking,5,1,,139672400,680804,212992,203,203,20806,20403,0,0,0,0
101,1,generator,Kruskal,1,1,,154776500,4440244,7098368,203,203,20806,20403,0,0,0,0
101,2,generator,Kruskal,2,1,,153942100,4440244,512000,203,203,20806,20403,0,0,0,0
101,3,generator,Kruskal,3,1,,155263300,4440244,380928,203,203,20806,20403,0,0,0,0
101,4,generator,Kruskal,4,1,,154816800,4440244,-4661248,203,203,20806,20403,0,0,0,0
101,5,generator,Kruskal,5,1,,154453800,4440244,1454080,203,203,20806,20403,0,0,0,0
101,1,solver,Backtracking,1,1,,91273500,3468484,184320,203,203,20806,20403,5719,10658,16377,0
101,2,solver,Backtracking,2,1,,92352200,3468484,352256,203,203,20806,20403,5719,10658,16377,0
101,3,solver,Backtracking,3,1,,90692900,3468484,184320,203,203,20806,20403,5719,10658,16377,0
101,4,solver,Backtracking,4,1,,94133200,3468484,32768,203,203,20806,20403,5719,10658,16377,0
101,5,solver,Backtracking,5,1,,91883400,3468484,49152,203,203,20806,20403,5719,10658,16377,0
101,1,solver,AStar,1,1,,144509400,3964068,1040384,203,203,20806,20403,5719,12256,17975,0
101,2,solver,AStar,2,1,,144767000,3964068,-675840,203,203,20806,20403,5719,12256,17975,0
101,3,solver,AStar,3,1,,145255100,3964068,-2052096,203,203,20806,20403,5719,12256,17975,0
101,4,solver,AStar,4,1,,144243800,3964068,253952,203,203,20806,20403,5719,12256,17975,0
101,5,solver,AStar,5,1,,144827100,3964068,487424,203,203,20806,20403,5719,12256,17975,0
102,1,generator,Backtracking,1,1,,147479400,691236,-495616,205,205,21216,20809,0,0,0,0
102,2,generator,Backtracking,2,1,,141494200,770668,335872,205,205,21216,20809,0,0,0,0
102,3,generator,Backtracking,3,1,,142366000,755604,106496,205,205,21216,20809,0,0,0,0
102,4,generator,Backtracking,4,1,,141715300,728540,28672,205,205,21216,20809,0,0,0,0
102,5,generator,Backtracking,5,1,,139504100,727092,-5156864,205,205,21216,20809,0,0,0,0
102,1,generator,Kruskal,1,1,,159893000,4521676,4521984,205,205,21216,20809,0,0,0,0
102,2,generator,Kruskal,2,1,,166254800,4521676,712704,205,205,21216,20809,0,0,0,0
102,3,generator,Kruskal,3,1,,155724400,4521676,389120,205,205,21216,20809,0,0,0,0
102,4,generator,Kruskal,4,1,,155849700,4521676,299008,205,205,21216,20809,0,0,0,0
102,5,generator,Kruskal,5,1,,155992200,4521676,106496,205,205,21216,20809,0,0,0,0
102,1,solver,Backtracking,1,1,,111971400,3944444,-929792,205,205,21216,20809,2947,17572,20519,0
102,2,solver,Backtracking,2,1,,112214500,3944444,532480,205,205,21216,20809,2947,17572,20519,0
102,3,solver,Backtracking,3,1,,113835800,3944444,-1609728,205,205,21216,20809,2947,17572,20519,0
102,4,solver,Backtracking,4,1,,112565900,3944444,2215936,205,205,21216,20809,2947,17572,20519,0
102,5,solver,Backtracking,5,1,,113547600,3944444,-2101248,205,205,21216,20809,2947,17572,20519,0
102,1,solver,AStar,1,1,,53513500,2432996,86016,205,205,21216,20809,2947,3106,6053,0
102,2,solver,AStar,2,1,,49542500,2432996,-16384,205,205,21216,20809,2947,3106,6053,0
102,3,solver,AStar,3,1,,50246800,2432996,16384,205,205,21216,20809,2947,3106,6053,0
102,4,solver,AStar,4,1,,49613600,2432996,16384,205,205,21216,20809,2947,3106,6053,0
102,5,solver,AStar,5,1,,50222800,2432996,0,205,205,21216,20809,2947,3106,6053,0
103,1,generator,Backtracking,1,1,,145015900,708484,282624,207,207,21630,21219,0,0,0,0
103,2,generator,Backtracking,2,1,,146444600,764260,-4489216,207,207,21630,21219,0,0,0,0
103,3,generator,Backtracking,3,1,,144043200,769524,716800,207,207,21630,21219,0,0,0,0
103,4,generator,Backtracking,4,1,,147886800,778316,270336,207,207,21630,21219,0,0,0,0
103,5,generator,Backtracking,5,1,,155364500,709740,159744,207,207,21630,21219,0,0,0,0
103,1,generator,Kruskal,1,1,,166505200,4603892,4231168,207,207,21630,21219,0,0,0,0
103,2,generator,Kruskal,2,1,,157875600,4603892,774144,207,207,21630,21219,0,0,0,0
103,3,generator,Kruskal,3,1,,159015700,4603892,315392,207,207,21630,21219,0,0,0,0
103,4,generator,Kruskal,4,1,,161369600,4603892,-2334720,207,207,21630,21219,0,0,0,0
103,5,generator,Kruskal,5,1,,160989900,4603892,1167360,207,207,21630,21219,0,0,0,0
103,1,solver,Backtracking,1,1,,118697600,4022316,303104,207,207,21630,21219,2507,18532,21039,0
103,2,solver,Backtracking,2,1,,119187500,4022316,2490368,207,207,21630,21219,2507,18532,21039,0
103,3,solver,Backtracking,3,1,,114650000,4022316,-540672,207,207,21630,21219,2507,18532,21039,0
103,4,solver,Backtracking,4,1,,114752900,4022316,-49152,207,207,21630,21219,2507,18532,21039,0
103,5,solver,Backtracking,5,1,,115794900,4022316,0,207,207,21630,21219,2507,18532,21039,0
103,1,solver,AStar,1,1,,33934500,1479076,-1306624,207,207,21630,21219,2507,1448,3955,0
103,2,solver,AStar,2,1,,34075700,1479076,-4096,207,207,21630,21219,2507,1448,3955,0
103,3,solver,AStar,3,1,,34571300,1479076,-3268608,207,207,21630,21219,2507,1448,3955,0
103,4,solver,AStar,4,1,,33787600,1479076,311296,207,207,21630,21219,2507,1448,3955,0
103,5,solver,AStar,5,1,,33492400,1479076,184320,207,207,21630,21219,2507,1448,3955,0
104,1,generator,Backtracking,1,1,,152000400,691740,327680,209,209,22048,21633,0,0,0,0
104,2,generator,Backtracking,2,1,,150147600,765988,118784,209,209,22048,21633,0,0,0,0
104,3,generator,Backtracking,3,1,,161576700,804932,90112,209,209,22048,21633,0,0,0,0
104,4,generator,Backtracking,4,1,,145576800,741052,106496,209,209,22048,21633,0,0,0,0
104,5,generator,Backtracking,5,1,,146058400,755172,131072,209,209,22048,21633,0,0,0,0
104,1,generator,Kruskal,1,1,,165359200,4686860,73728,209,209,22048,21633,0,0,0,0
104,2,generator,Kruskal,2,1,,164120900,4686860,3973120,209,209,22048,21633,0,0,0,0
104,3,generator,Kruskal,3,1,,166323600,4686860,-2129920,209,209,22048,21633,0,0,0,0
104,4,generator,Kruskal,4,1,,161570800,4686860,479232,209,209,22048,21633,0,0,0,0
104,5,generator,Kruskal,5,1,,165867600,4686860,2596864,209,209,22048,21633,0,0,0,0
104,1,solver,Backtracking,1,1,,119348700,4073740,-2863104,209,209,22048,21633,3247,18054,21301,0
104,2,solver,Backtracking,2,1,,118480100,4073740,2977792,209,209,22048,21633,3247,18054,21301,0
104,3,solver,Backtracking,3,1,,116900900,4073740,-2273280,209,209,22048,21633,3247,18054,21301,0
104,4,solver,Backtracking,4,1,,116813800,4073740,598016,209,209,22048,21633,3247,18054,21301,0
104,5,solver,Backtracking,5,1,,116916600,4073740,86016,209,209,22048,21633,3247,18054,21301,0
104,1,solver,AStar,1,1,,57144400,2459260,-2961408,209,209,22048,21633,3247,3436,6683,0
104,2,solver,AStar,2,1,,54970600,2459260,1179648,209,209,22048,21633,3247,3436,6683,0
104,3,solver,AStar,3,1,,57595600,2459260,36864,209,209,22048,21633,3247,3436,6683,0
104,4,solver,AStar,4,1,,55296700,2459260,-61440,209,209,22048,21633,3247,3436,6683,0
104,5,solver,AStar,5,1,,53734800,2459260,61440,209,209,22048,21633,3247,3436,6683,0
105,1,generator,Backtracking,1,1,,152991700,726484,335872,211,211,22470,22051,0,0,0,0
105,2,generator,Backtracking,2,1,,150087000,792092,159744,211,211,22470,22051,0,0,0,0
105,3,generator,Backtracking,3,1,,150303600,781396,-4988928,211,211,22470,22051,0,0,0,0
105,4,generator,Backtracking,4,1,,150612700,773444,798720,211,211,22470,22051,0,0,0,0
105,5,generator,Backtracking,5,1,,153120800,757140,237568,211,211,22470,22051,0,0,0,0
105,1,generator,Kruskal,1,1,,169980300,4792276,7798784,211,211,22470,22051,0,0,0,0
105,2,generator,Kruskal,2,1,,165075600,4792276,315392,211,211,22470,22051,0,0,0,0
105,3,generator,Kruskal,3,1,,168314400,4792276,389120,211,211,22470,22051,0,0,0,0
105,4,generator,Kruskal,4,1,,166166000,4792276,-3260416,211,211,22470,22051,0,0,0,0
105,5,generator,Kruskal,5,1,,165429700,4792276,-323584,211,211,22470,22051,0,0,0,0
105,1,solver,Backtracking,1,1,,119995900,4131428,352256,211,211,22470,22051,4359,17240,21599,0
105,2,solver,Backtracking,2,1,,118553300,4131428,28672,211,211,22470,22051,4359,17240,21599,0
105,3,solver,Backtracking,3,1,,124540600,4131428,1798144,211,211,22470,22051,4359,17240,21599,0
105,4,solver,Backtracking,4,1,,119462300,4131428,-454656,211,211,22470,22051,4359,17240,21599,0
105,5,solver,Backtracking,5,1,,118026400,4131428,-294912,211,211,22470,22051,4359,17240,21599,0
105,1,solver,AStar,1,1,,102686000,3690780,-2125824,211,211,22470,22051,4359,8222,12581,0
105,2,solver,AStar,2,1,,103986600,3690780,-843776,211,211,22470,22051,4359,8222,12581,0
105,3,solver,AStar,3,1,,102001300,3690780,479232,211,211,22470,22051,4359,8222,12581,0
105,4,solver,AStar,4,1,,101420500,3690780,331776,211,211,22470,22051,4359,8222,12581,0
105,5,solver,AStar,5,1,,102072300,3690780,-495616,211,211,22470,22051,4359,8222,12581,0
106,1,generator,Backtracking,1,1,,154434000,705068,270336,213,213,22896,22473,0,0,0,0
106,2,generator,Backtracking,2,1,,152269000,772220,319488,213,213,22896,22473,0,0,0,0
106,3,generator,Backtracking,3,1,,154122600,801692,45056,213,213,22896,22473,0,0,0,0
106,4,generator,Backtracking,4,1,,151371000,752172,36864,213,213,22896,22473,0,0,0,0
106,5,generator,Backtracking,5,1,,156430500,757828,-4571136,213,213,22896,22473,0,0,0,0
106,1,generator,Kruskal,1,1,,170790400,4876780,5021696,213,213,22896,22473,0,0,0,0
106,2,generator,Kruskal,2,1,,174454900,4876780,3702784,213,213,22896,22473,0,0,0,0
106,3,generator,Kruskal,3,1,,166839900,4876780,151552,213,213,22896,22473,0,0,0,0
106,4,generator,Kruskal,4,1,,170264600,4876780,335872,213,213,22896,22473,0,0,0,0
106,5,generator,Kruskal,5,1,,170069800,4876780,122880,213,213,22896,22473,0,0,0,0
106,1,solver,Backtracking,1,1,,120048900,5483180,-5255168,213,213,22896,22473,3387,18540,21927,0
106,2,solver,Backtracking,2,1,,122054400,5483180,671744,213,213,22896,22473,3387,18540,21927,0
106,3,solver,Backtracking,3,1,,125132100,5483180,483328,213,213,22896,22473,3387,18540,21927,0
106,4,solver,Backtracking,4,1,,121541700,5483180,4096,213,213,22896,22473,3387,18540,21927,0
106,5,solver,Backtracking,5,1,,120041000,5483180,0,213,213,22896,22473,3387,18540,21927,0
106,1,solver,AStar,1,1,,53138700,2486772,-139264,213,213,22896,22473,3387,3060,6447,0
106,2,solver,AStar,2,1,,53412700,2486772,-81920,213,213,22896,22473,3387,3060,6447,0
106,3,solver,AStar,3,1,,53536400,2486772,16384,213,213,22896,22473,3387,3060,6447,0
106,4,solver,AStar,4,1,,55763600,2486772,0,213,213,22896,22473,3387,3060,6447,0
106,5,solver,AStar,5,1,,53069900,2486772,-32768,213,213,22896,22473,3387,3060,6447,0
107,1,generator,Backtracking,1,1,,158856100,733940,-5070848,215,215,23326,22899,0,0,0,0
107,2,generator,Backtracking,2,1,,157305700,754788,1273856,215,215,23326,22899,0,0,0,0
107,3,generator,Backtracking,3,1,,157530500,796300,528384,215,215,23326,22899,0,0,0,0
107,4,generator,Backtracking,4,1,,157262800,823148,188416,215,215,23326,22899,0,0,0,0
107,5,generator,Backtracking,5,1,,156852400,745924,45056,215,215,23326,22899,0,0,0,0
107,1,generator,Kruskal,1,1,,173870800,4962068,7409664,215,215,23326,22899,0,0,0,0
107,2,generator,Kruskal,2,1,,173689200,4962068,-4263936,215,215,23326,22899,0,0,0,0
107,3,generator,Kruskal,3,1,,179336900,4962068,1347584,215,215,23326,22899,0,0,0,0
107,4,generator,Kruskal,4,1,,175507200,4962068,270336,215,215,23326,22899,0,0,0,0
107,5,generator,Kruskal,5,1,,173633300,4962068,163840,215,215,23326,22899,0,0,0,0
107,1,solver,Backtracking,1,1,,101553700,3695900,-311296,215,215,23326,22899,6611,10680,17291,0
107,2,solver,Backtracking,2,1,,99863800,3695900,135168,215,215,23326,22899,6611,10680,17291,0
107,3,solver,Backtracking,3,1,,103333700,3695900,12288,215,215,23326,22899,6611,10680,17291,0
107,4,solver,Backtracking,4,1,,105080600,3695900,4096,215,215,23326,22899,6611,10680,17291,0
107,5,solver,Backtracking,5,1,,101364800,3695900,-782336,215,215,23326,22899,6611,10680,17291,0
107,1,solver,AStar,1,1,,180825700,6289372,950272,215,215,23326,22899,6611,14236,20847,0
107,2,solver,AStar,2,1,,183716000,6289372,-2613248,215,215,23326,22899,6611,14236,20847,0
107,3,solver,AStar,3,1,,179109500,6289372,2895872,215,215,23326,22899,6611,14236,20847,0
107,4,solver,AStar,4,1,,173091300,6289372,-2760704,215,215,23326,22899,6611,14236,20847,0
107,5,solver,AStar,5,1,,169959500,6289372,2932736,215,215,23326,22899,6611,14236,20847,0
108,1,generator,Backtracking,1,1,,162224700,713116,1273856,217,217,23760,23329,0,0,0,0
108,2,generator,Backtracking,2,1,,160173900,772092,647168,217,217,23760,23329,0,0,0,0
108,3,generator,Backtracking,3,1,,158790000,842412,286720,217,217,23760,23329,0,0,0,0
108,4,generator,Backtracking,4,1,,159364400,810972,77824,217,217,23760,23329,0,0,0,0
108,5,generator,Backtracking,5,1,,161332800,765932,172032,217,217,23760,23329,0,0,0,0
108,1,generator,Kruskal,1,1,,175997900,5048108,7389184,217,217,23760,23329,0,0,0,0
108,2,generator,Kruskal,2,1,,177388400,5048108,5926912,217,217,23760,23329,0,0,0,0
108,3,generator,Kruskal,3,1,,181427700,5048108,409600,217,217,23760,23329,0,0,0,0
108,4,generator,Kruskal,4,1,,177272800,5048108,102400,217,217,23760,23329,0,0,0,0
108,5,generator,Kruskal,5,1,,175466800,5048108,118784,217,217,23760,23329,0,0,0,0
108,1,solver,Backtracking,1,1,,122413700,5527676,536576,217,217,23760,23329,7059,15182,22241,0
108,2,solver,Backtracking,2,1,,121947100,5527676,126976,217,217,23760,23329,7059,15182,22241,0
108,3,solver,Backtracking,3,1,,123667800,5527676,-2285568,217,217,23760,23329,7059,15182,22241,0
108,4,solver,Backtracking,4,1,,120906600,5527676,802816,217,217,23760,23329,7059,15182,22241,0
108,5,solver,Backtracking,5,1,,123400800,5527676,28672,217,217,23760,23329,7059,15182,22241,0
108,1,solver,AStar,1,1,,164501600,6304220,368640,217,217,23760,23329,7059,13328,20387,0
108,2,solver,AStar,2,1,,168482100,6304220,-90112,217,217,23760,23329,7059,13328,20387,0
108,3,solver,AStar,3,1,,182360000,6304220,53248,217,217,23760,23329,7059,13328,20387,0
108,4,solver,AStar,4,1,,166376700,6304220,-2371584,217,217,23760,23329,7059,13328,20387,0
108,5,solver,AStar,5,1,,170423700,6304220,1470464,217,217,23760,23329,7059,13328,20387,0
109,1,generator,Backtracking,1,1,,169180300,729724,229376,219,219,24198,23763,0,0,0,0
109,2,generator,Backtracking,2,1,,160846700,782516,204800,219,219,24198,23763,0,0,0,0
109,3,generator,Backtracking,3,1,,163258700,807732,73728,219,219,24198,23763,0,0,0,0
109,4,generator,Backtracking,4,1,,162147500,812100,0,219,219,24198,23763,0,0,0,0
109,5,generator,Backtracking,5,1,,160565000,771876,-4755456,219,219,24198,23763,0,0,0,0
109,1,generator,Kruskal,1,1,,182891500,5134932,5611520,219,219,24198,23763,0,0,0,0
109,2,generator,Kruskal,2,1,,184202500,5134932,1015808,219,219,24198,23763,0,0,0,0
109,3,generator,Kruskal,3,1,,180891300,5134932,2727936,219,219,24198,23763,0,0,0,0
109,4,generator,Kruskal,4,1,,181468100,5134932,249856,219,219,24198,23763,0,0,0,0
109,5,generator,Kruskal,5,1,,189394400,5134932,40960,219,219,24198,23763,0,0,0,0
109,1,solver,Backtracking,1,1,,130025200,5547844,-5734400,219,219,24198,23763,2503,21024,23527,0
109,2,solver,Backtracking,2,1,,129199900,5547844,1216512,219,219,24198,23763,2503,21024,23527,0
109,3,solver,Backtracking,3,1,,130242900,5547844,241664,219,219,24198,23763,2503,21024,23527,0
109,4,solver,Backtracking,4,1,,128934900,5547844,57344,219,219,24198,23763,2503,21024,23527,0
109,5,solver,Backtracking,5,1,,131935400,5547844,-114688,219,219,24198,23763,2503,21024,23527,0
109,1,solver,AStar,1,1,,34552400,1556692,-471040,219,219,24198,23763,2503,1396,3899,0
109,2,solver,AStar,2,1,,33148900,1556692,57344,219,219,24198,23763,2503,1396,3899,0
109,3,solver,AStar,3,1,,32889000,1556692,143360,219,219,24198,23763,2503,1396,3899,0
109,4,solver,AStar,4,1,,32912100,1556692,176128,219,219,24198,23763,2503,1396,3899,0
109,5,solver,AStar,5,1,,33223900,1556692,110592,219,219,24198,23763,2503,1396,3899,0
110,1,generator,Backtracking,1,1,,164946300,727436,-4784128,221,221,24640,24201,0,0,0,0
110,2,generator,Backtracking,2,1,,169277500,805804,1318912,221,221,24640,24201,0,0,0,0
110,3,generator,Backtracking,3,1,,167223600,810508,569344,221,221,24640,24201,0,0,0,0
110,4,generator,Backtracking,4,1,,168508100,822828,245760,221,221,24640,24201,0,0,0,0
110,5,generator,Backtracking,5,1,,164629000,737068,180224,221,221,24640,24201,0,0,0,0
110,1,generator,Kruskal,1,1,,187183500,5222508,7569408,221,221,24640,24201,0,0,0,0
110,2,generator,Kruskal,2,1,,194194700,5222508,-4423680,221,221,24640,24201,0,0,0,0
110,3,generator,Kruskal,3,1,,193065100,5222508,4247552,221,221,24640,24201,0,0,0,0
110,4,generator,Kruskal,4,1,,195721600,5222508,225280,221,221,24640,24201,0,0,0,0
110,5,generator,Kruskal,5,1,,190796400,5222508,208896,221,221,24640,24201,0,0,0,0
110,1,solver,Backtracking,1,1,,133263500,5570172,-3735552,221,221,24640,24201,6067,17604,23671,0
110,2,solver,Backtracking,2,1,,131855200,5570172,868352,221,221,24640,24201,6067,17604,23671,0
110,3,solver,Backtracking,3,1,,131757300,5570172,-2285568,221,221,24640,24201,6067,17604,23671,0
110,4,solver,Backtracking,4,1,,131867900,5570172,733184,221,221,24640,24201,6067,17604,23671,0
110,5,solver,Backtracking,5,1,,139885100,5570172,331776,221,221,24640,24201,6067,17604,23671,0
110,1,solver,AStar,1,1,,175255500,6335500,81920,221,221,24640,24201,6067,14878,20945,0
110,2,solver,AStar,2,1,,171700600,6335500,237568,221,221,24640,24201,6067,14878,20945,0
110,3,solver,AStar,3,1,,174829400,6335500,-45056,221,221,24640,24201,6067,14878,20945,0
110,4,solver,AStar,4,1,,171398800,6335500,-2195456,221,221,24640,24201,6067,14878,20945,0
110,5,solver,AStar,5,1,,173952600,6335500,1544192,221,221,24640,24201,6067,14878,20945,0
111,1,generator,Backtracking,1,1,,173382700,755924,-4096,223,223,25086,24643,0,0,0,0
111,2,generator,Backtracking,2,1,,166849800,805180,86016,223,223,25086,24643,0,0,0,0
111,3,generator,Backtracking,3,1,,168410400,810892,40960,223,223,25086,24643,0,0,0,0
111,4,generator,Backtracking,4,1,,168371400,814196,24576,223,223,25086,24643,0,0,0,0
111,5,generator,Backtracking,5,1,,169549000,820860,-4558848,223,223,25086,24643,0,0,0,0
111,1,generator,Kruskal,1,1,,185193500,5335252,5849088,223,223,25086,24643,0,0,0,0
111,2,generator,Kruskal,2,1,,189836200,5335252,3571712,223,223,25086,24643,0,0,0,0
111,3,generator,Kruskal,3,1,,189328200,5335252,159744,223,223,25086,24643,0,0,0,0
111,4,generator,Kruskal,4,1,,187944500,5335252,1613824,223,223,25086,24643,0,0,0,0
111,5,generator,Kruskal,5,1,,189876200,5335252,1548288,223,223,25086,24643,0,0,0,0
