size,seed,role,algo,repeat,ok,error,time_ns,tracemalloc_peak_bytes,rss_delta_bytes,ascii_h,ascii_w,wall_count,corridor_count,path_length,explored_count,visited_count,other_count
17,1,generator,Backtracking,1,1,,6217900,31436,0,35,35,646,579,0,0,0,0
17,2,generator,Backtracking,2,1,,4064600,32644,4096,35,35,646,579,0,0,0,0
17,3,generator,Backtracking,3,1,,5525800,28780,0,35,35,646,579,0,0,0,0
17,4,generator,Backtracking,4,1,,4255500,31156,0,35,35,646,579,0,0,0,0
17,5,generator,Backtracking,5,1,,4088500,31212,0,35,35,646,579,0,0,0,0
17,1,generator,Kruskal,1,1,,2299000,117524,155648,35,35,646,579,0,0,0,0
17,2,generator,Kruskal,2,1,,2399500,117524,40960,35,35,646,579,0,0,0,0
17,3,generator,Kruskal,3,1,,2260200,117492,36864,35,35,646,579,0,0,0,0
17,4,generator,Kruskal,4,1,,2468000,117492,12288,35,35,646,579,0,0,0,0
17,5,generator,Kruskal,5,1,,2379600,117460,24576,35,35,646,579,0,0,0,0
17,1,solver,Backtracking,1,1,,3106100,118708,12288,35,35,646,579,295,248,543,0
17,2,solver,Backtracking,2,1,,3136900,118708,0,35,35,646,579,295,248,543,0
17,3,solver,Backtracking,3,1,,3096600,118708,0,35,35,646,579,295,248,543,0
17,4,solver,Backtracking,4,1,,3168100,118708,0,35,35,646,579,295,248,543,0
17,5,solver,Backtracking,5,1,,3419800,118708,0,35,35,646,579,295,248,543,0
17,1,solver,AStar,1,1,,2619300,124876,16384,35,35,646,579,295,134,429,0
17,2,solver,AStar,2,1,,2607100,124876,0,35,35,646,579,295,134,429,0
17,3,solver,AStar,3,1,,2573000,124876,0,35,35,646,579,295,134,429,0
17,4,solver,AStar,4,1,,2594800,124876,0,35,35,646,579,295,134,429,0
17,5,solver,AStar,5,1,,2624100,124876,0,35,35,646,579,295,134,429,0
18,1,generator,Backtracking,1,1,,4484300,32580,0,37,37,720,649,0,0,0,0
18,2,generator,Backtracking,2,1,,4515100,35412,0,37,37,720,649,0,0,0,0
18,3,generator,Backtracking,3,1,,4448600,32972,0,37,37,720,649,0,0,0,0
18,4,generator,Backtracking,4,1,,4677900,32748,0,37,37,720,649,0,0,0,0
18,5,generator,Backtracking,5,1,,4494100,34180,0,37,37,720,649,0,0,0,0
18,1,generator,Kruskal,1,1,,2732200,132012,12288,37,37,720,649,0,0,0,0
18,2,generator,Kruskal,2,1,,2659300,132012,0,37,37,720,649,0,0,0,0
18,3,generator,Kruskal,3,1,,2726300,132012,16384,37,37,720,649,0,0,0,0
18,4,generator,Kruskal,4,1,,2727300,132012,0,37,37,720,649,0,0,0,0
18,5,generator,Kruskal,5,1,,2820200,132012,0,37,37,720,649,0,0,0,0
18,1,solver,Backtracking,1,1,,3579900,130844,0,37,37,720,649,327,290,617,0
18,2,solver,Backtracking,2,1,,3486300,130844,0,37,37,720,649,327,290,617,0
18,3,solver,Backtracking,3,1,,3534100,130844,0,37,37,720,649,327,290,617,0
18,4,solver,Backtracking,4,1,,3501900,130844,0,37,37,720,649,327,290,617,0
18,5,solver,Backtracking,5,1,,3486000,130844,0,37,37,720,649,327,290,617,0
18,1,solver,AStar,1,1,,2871000,128116,0,37,37,720,649,327,128,455,0
18,2,solver,AStar,2,1,,2894800,128116,0,37,37,720,649,327,128,455,0
18,3,solver,AStar,3,1,,2849800,128116,0,37,37,720,649,327,128,455,0
18,4,solver,AStar,4,1,,2883600,128116,0,37,37,720,649,327,128,455,0
18,5,solver,AStar,5,1,,2815300,128116,0,37,37,720,649,327,128,455,0
19,1,generator,Backtracking,1,1,,5165200,34412,0,39,39,798,723,0,0,0,0
19,2,generator,Backtracking,2,1,,5072300,37980,4096,39,39,798,723,0,0,0,0
19,3,generator,Backtracking,3,1,,5534400,33180,0,39,39,798,723,0,0,0,0
19,4,generator,Backtracking,4,1,,5120200,35060,4096,39,39,798,723,0,0,0,0
19,5,generator,Backtracking,5,1,,5005400,36292,0,39,39,798,723,0,0,0,0
19,1,generator,Kruskal,1,1,,3255500,147348,98304,39,39,798,723,0,0,0,0
19,2,generator,Kruskal,2,1,,3190900,147348,0,39,39,798,723,0,0,0,0
19,3,generator,Kruskal,3,1,,3145900,147348,0,39,39,798,723,0,0,0,0
19,4,generator,Kruskal,4,1,,3155700,147348,0,39,39,798,723,0,0,0,0
19,5,generator,Kruskal,5,1,,3236600,147348,0,39,39,798,723,0,0,0,0
19,1,solver,Backtracking,1,1,,4430600,140740,0,39,39,798,723,459,202,661,0
19,2,solver,Backtracking,2,1,,3736600,140740,0,39,39,798,723,459,202,661,0
19,3,solver,Backtracking,3,1,,3772800,140740,0,39,39,798,723,459,202,661,0
19,4,solver,Backtracking,4,1,,3820100,140740,0,39,39,798,723,459,202,661,0
19,5,solver,Backtracking,5,1,,3855200,140740,0,39,39,798,723,459,202,661,0
19,1,solver,AStar,1,1,,5100700,206116,16384,39,39,798,723,459,262,721,0
19,2,solver,AStar,2,1,,5217500,206116,0,39,39,798,723,459,262,721,0
19,3,solver,AStar,3,1,,6274900,206116,0,39,39,798,723,459,262,721,0
19,4,solver,AStar,4,1,,4842300,206116,0,39,39,798,723,459,262,721,0
19,5,solver,AStar,5,1,,5039300,206116,0,39,39,798,723,459,262,721,0
20,1,generator,Backtracking,1,1,,5451700,40772,0,41,41,880,801,0,0,0,0
20,2,generator,Backtracking,2,1,,5715600,43916,0,41,41,880,801,0,0,0,0
20,3,generator,Backtracking,3,1,,5504500,38892,0,41,41,880,801,0,0,0,0
20,4,generator,Backtracking,4,1,,5661200,42852,0,41,41,880,801,0,0,0,0
20,5,generator,Backtracking,5,1,,5436200,41164,0,41,41,880,801,0,0,0,0
20,1,generator,Kruskal,1,1,,3768000,166764,0,41,41,880,801,0,0,0,0
20,2,generator,Kruskal,2,1,,3622400,166764,0,41,41,880,801,0,0,0,0
20,3,generator,Kruskal,3,1,,3567000,166764,0,41,41,880,801,0,0,0,0
20,4,generator,Kruskal,4,1,,3837200,166764,0,41,41,880,801,0,0,0,0
20,5,generator,Kruskal,5,1,,3658800,166764,0,41,41,880,801,0,0,0,0
20,1,solver,Backtracking,1,1,,4390500,183356,69632,41,41,880,801,315,468,783,0
20,2,solver,Backtracking,2,1,,4618000,183356,0,41,41,880,801,315,468,783,0
20,3,solver,Backtracking,3,1,,4900800,183356,0,41,41,880,801,315,468,783,0
20,4,solver,Backtracking,4,1,,4346500,183356,0,41,41,880,801,315,468,783,0
20,5,solver,Backtracking,5,1,,4403800,183356,16384,41,41,880,801,315,468,783,0
20,1,solver,AStar,1,1,,3286200,135076,0,41,41,880,801,315,164,479,0
20,2,solver,AStar,2,1,,3017200,135076,0,41,41,880,801,315,164,479,0
20,3,solver,AStar,3,1,,3088200,135076,0,41,41,880,801,315,164,479,0
20,4,solver,AStar,4,1,,3173600,135076,0,41,41,880,801,315,164,479,0
20,5,solver,AStar,5,1,,3040500,135076,0,41,41,880,801,315,164,479,0
21,1,generator,Backtracking,1,1,,6036300,42100,4096,43,43,966,883,0,0,0,0
21,2,generator,Backtracking,2,1,,5993400,46460,4096,43,43,966,883,0,0,0,0
21,3,generator,Backtracking,3,1,,5910100,41428,0,43,43,966,883,0,0,0,0
21,4,generator,Backtracking,4,1,,5918500,43508,0,43,43,966,883,0,0,0,0
21,5,generator,Backtracking,5,1,,6203200,42828,0,43,43,966,883,0,0,0,0
21,1,generator,Kruskal,1,1,,4179400,183924,147456,43,43,966,883,0,0,0,0
21,2,generator,Kruskal,2,1,,4262300,183892,49152,43,43,966,883,0,0,0,0
21,3,generator,Kruskal,3,1,,4203400,183924,0,43,43,966,883,0,0,0,0
21,4,generator,Kruskal,4,1,,4100300,183924,0,43,43,966,883,0,0,0,0
21,5,generator,Kruskal,5,1,,4165200,183924,32768,43,43,966,883,0,0,0,0
21,1,solver,Backtracking,1,1,,4993200,189484,0,43,43,966,883,315,548,863,0
21,2,solver,Backtracking,2,1,,4789500,189484,0,43,43,966,883,315,548,863,0
21,3,solver,Backtracking,3,1,,4842000,189484,0,43,43,966,883,315,548,863,0
21,4,solver,Backtracking,4,1,,4759400,189484,0,43,43,966,883,315,548,863,0
21,5,solver,Backtracking,5,1,,4850000,189484,0,43,43,966,883,315,548,863,0
21,1,solver,AStar,1,1,,2693600,136252,0,43,43,966,883,315,112,427,0
21,2,solver,AStar,2,1,,2821000,136252,0,43,43,966,883,315,112,427,0
21,3,solver,AStar,3,1,,4977700,136252,0,43,43,966,883,315,112,427,0
21,4,solver,AStar,4,1,,2733700,136252,0,43,43,966,883,315,112,427,0
21,5,solver,AStar,5,1,,3195800,136252,0,43,43,966,883,315,112,427,0
22,1,generator,Backtracking,1,1,,6488100,47580,4096,45,45,1056,969,0,0,0,0
22,2,generator,Backtracking,2,1,,6911700,49204,0,45,45,1056,969,0,0,0,0
22,3,generator,Backtracking,3,1,,6443600,43164,0,45,45,1056,969,0,0,0,0
22,4,generator,Backtracking,4,1,,6968700,47132,0,45,45,1056,969,0,0,0,0
22,5,generator,Backtracking,5,1,,6460500,47972,0,45,45,1056,969,0,0,0,0
22,1,generator,Kruskal,1,1,,4819900,201900,16384,45,45,1056,969,0,0,0,0
22,2,generator,Kruskal,2,1,,4695700,201932,0,45,45,1056,969,0,0,0,0
22,3,generator,Kruskal,3,1,,4806300,201932,0,45,45,1056,969,0,0,0,0
22,4,generator,Kruskal,4,1,,4673100,201932,0,45,45,1056,969,0,0,0,0
22,5,generator,Kruskal,5,1,,4713100,201932,0,45,45,1056,969,0,0,0,0
22,1,solver,Backtracking,1,1,,5242200,202668,24576,45,45,1056,969,335,602,937,0
22,2,solver,Backtracking,2,1,,5251200,202668,0,45,45,1056,969,335,602,937,0
22,3,solver,Backtracking,3,1,,5129800,202668,0,45,45,1056,969,335,602,937,0
22,4,solver,Backtracking,4,1,,5291200,202668,0,45,45,1056,969,335,602,937,0
22,5,solver,Backtracking,5,1,,5128100,202668,0,45,45,1056,969,335,602,937,0
22,1,solver,AStar,1,1,,3129400,141124,0,45,45,1056,969,335,148,483,0
22,2,solver,AStar,2,1,,3281800,141124,0,45,45,1056,969,335,148,483,0
22,3,solver,AStar,3,1,,3074800,141124,0,45,45,1056,969,335,148,483,0
22,4,solver,AStar,4,1,,3106800,141124,0,45,45,1056,969,335,148,483,0
22,5,solver,AStar,5,1,,3116500,141124,0,45,45,1056,969,335,148,483,0
23,1,generator,Backtracking,1,1,,7231900,52316,0,47,47,1150,1059,0,0,0,0
23,2,generator,Backtracking,2,1,,7427400,52148,0,47,47,1150,1059,0,0,0,0
23,3,generator,Backtracking,3,1,,7085200,44020,0,47,47,1150,1059,0,0,0,0
23,4,generator,Backtracking,4,1,,7706700,49108,0,47,47,1150,1059,0,0,0,0
23,5,generator,Backtracking,5,1,,7534800,50972,0,47,47,1150,1059,0,0,0,0
23,1,generator,Kruskal,1,1,,5194500,220820,8192,47,47,1150,1059,0,0,0,0
23,2,generator,Kruskal,2,1,,5514000,220852,12288,47,47,1150,1059,0,0,0,0
23,3,generator,Kruskal,3,1,,5164900,220852,4096,47,47,1150,1059,0,0,0,0
23,4,generator,Kruskal,4,1,,5240000,220852,0,47,47,1150,1059,0,0,0,0
23,5,generator,Kruskal,5,1,,5302800,220820,0,47,47,1150,1059,0,0,0,0
23,1,solver,Backtracking,1,1,,5757900,219124,4096,47,47,1150,1059,315,728,1043,0
23,2,solver,Backtracking,2,1,,5691300,219124,0,47,47,1150,1059,315,728,1043,0
23,3,solver,Backtracking,3,1,,5776200,219124,8192,47,47,1150,1059,315,728,1043,0
23,4,solver,Backtracking,4,1,,9888800,219124,0,47,47,1150,1059,315,728,1043,0
23,5,solver,Backtracking,5,1,,6051500,219124,0,47,47,1150,1059,315,728,1043,0
23,1,solver,AStar,1,1,,2684400,142364,0,47,47,1150,1059,315,110,425,0
23,2,solver,AStar,2,1,,2860600,142364,0,47,47,1150,1059,315,110,425,0
23,3,solver,AStar,3,1,,2592200,142364,0,47,47,1150,1059,315,110,425,0
23,4,solver,AStar,4,1,,2687900,142364,0,47,47,1150,1059,315,110,425,0
23,5,solver,AStar,5,1,,2755600,142364,0,47,47,1150,1059,315,110,425,0
24,1,generator,Backtracking,1,1,,7917000,51940,0,49,49,1248,1153,0,0,0,0
24,2,generator,Backtracking,2,1,,8323100,55308,0,49,49,1248,1153,0,0,0,0
24,3,generator,Backtracking,3,1,,7636100,50012,0,49,49,1248,1153,0,0,0,0
24,4,generator,Backtracking,4,1,,7991600,50092,0,49,49,1248,1153,0,0,0,0
24,5,generator,Backtracking,5,1,,8110600,53804,-679936,49,49,1248,1153,0,0,0,0
24,1,generator,Kruskal,1,1,,6002700,240652,446464,49,49,1248,1153,0,0,0,0
24,2,generator,Kruskal,2,1,,6227200,240652,94208,49,49,1248,1153,0,0,0,0
24,3,generator,Kruskal,3,1,,5768300,240652,53248,49,49,1248,1153,0,0,0,0
24,4,generator,Kruskal,4,1,,6563900,240652,24576,49,49,1248,1153,0,0,0,0
24,5,generator,Kruskal,5,1,,5695800,240652,16384,49,49,1248,1153,0,0,0,0
24,1,solver,Backtracking,1,1,,6784800,234540,40960,49,49,1248,1153,331,806,1137,0
24,2,solver,Backtracking,2,1,,6263800,234540,8192,49,49,1248,1153,331,806,1137,0
24,3,solver,Backtracking,3,1,,6324700,234540,8192,49,49,1248,1153,331,806,1137,0
24,4,solver,Backtracking,4,1,,6029300,234540,0,49,49,1248,1153,331,806,1137,0
24,5,solver,Backtracking,5,1,,6430900,234540,0,49,49,1248,1153,331,806,1137,0
24,1,solver,AStar,1,1,,3030700,145572,0,49,49,1248,1153,331,114,445,0
24,2,solver,AStar,2,1,,2884900,145572,0,49,49,1248,1153,331,114,445,0
24,3,solver,AStar,3,1,,2910900,145572,0,49,49,1248,1153,331,114,445,0
24,4,solver,AStar,4,1,,2855900,145572,0,49,49,1248,1153,331,114,445,0
24,5,solver,AStar,5,1,,2982100,145572,0,49,49,1248,1153,331,114,445,0
25,1,generator,Backtracking,1,1,,8824200,54924,0,51,51,1350,1251,0,0,0,0
25,2,generator,Backtracking,2,1,,8746400,57044,4096,51,51,1350,1251,0,0,0,0
25,3,generator,Backtracking,3,1,,8705600,55372,0,51,51,1350,1251,0,0,0,0
25,4,generator,Backtracking,4,1,,8639100,57548,4096,51,51,1350,1251,0,0,0,0
25,5,generator,Backtracking,5,1,,8693500,55596,0,51,51,1350,1251,0,0,0,0
25,1,generator,Kruskal,1,1,,6891200,260020,462848,51,51,1350,1251,0,0,0,0
25,2,generator,Kruskal,2,1,,6462600,260084,49152,51,51,1350,1251,0,0,0,0
25,3,generator,Kruskal,3,1,,7063500,260084,65536,51,51,1350,1251,0,0,0,0
25,4,generator,Kruskal,4,1,,6570800,260084,32768,51,51,1350,1251,0,0,0,0
25,5,generator,Kruskal,5,1,,6371300,260084,16384,51,51,1350,1251,0,0,0,0
25,1,solver,Backtracking,1,1,,6970000,250068,0,51,51,1350,1251,375,850,1225,0
25,2,solver,Backtracking,2,1,,6646700,250068,0,51,51,1350,1251,375,850,1225,0
25,3,solver,Backtracking,3,1,,7269800,250068,0,51,51,1350,1251,375,850,1225,0
25,4,solver,Backtracking,4,1,,6892700,250068,0,51,51,1350,1251,375,850,1225,0
25,5,solver,Backtracking,5,1,,7025500,250068,0,51,51,1350,1251,375,850,1225,0
25,1,solver,AStar,1,1,,3696100,158180,0,51,51,1350,1251,375,182,557,0
25,2,solver,AStar,2,1,,3790800,158180,0,51,51,1350,1251,375,182,557,0
25,3,solver,AStar,3,1,,3937800,158180,0,51,51,1350,1251,375,182,557,0
25,4,solver,AStar,4,1,,3688000,158180,0,51,51,1350,1251,375,182,557,0
25,5,solver,AStar,5,1,,3655700,158180,0,51,51,1350,1251,375,182,557,0
26,1,generator,Backtracking,1,1,,9325500,61964,8192,53,53,1456,1353,0,0,0,0
26,2,generator,Backtracking,2,1,,9311400,64980,0,53,53,1456,1353,0,0,0,0
26,3,generator,Backtracking,3,1,,9103700,57260,4096,53,53,1456,1353,0,0,0,0
26,4,generator,Backtracking,4,1,,9552600,63804,0,53,53,1456,1353,0,0,0,0
26,5,generator,Backtracking,5,1,,9332900,63860,0,53,53,1456,1353,0,0,0,0
26,1,generator,Kruskal,1,1,,7164600,286732,32768,53,53,1456,1353,0,0,0,0
26,2,generator,Kruskal,2,1,,7629800,286732,8192,53,53,1456,1353,0,0,0,0
26,3,generator,Kruskal,3,1,,7068300,286732,0,53,53,1456,1353,0,0,0,0
26,4,generator,Kruskal,4,1,,7645500,286732,0,53,53,1456,1353,0,0,0,0
26,5,generator,Kruskal,5,1,,7442400,286732,0,53,53,1456,1353,0,0,0,0
26,1,solver,Backtracking,1,1,,7134800,267748,4096,53,53,1456,1353,331,1006,1337,0
26,2,solver,Backtracking,2,1,,7396900,267748,0,53,53,1456,1353,331,1006,1337,0
26,3,solver,Backtracking,3,1,,7519300,267748,0,53,53,1456,1353,331,1006,1337,0
26,4,solver,Backtracking,4,1,,7431300,267748,0,53,53,1456,1353,331,1006,1337,0
26,5,solver,Backtracking,5,1,,7617000,267748,0,53,53,1456,1353,331,1006,1337,0
26,1,solver,AStar,1,1,,2966800,153716,0,53,53,1456,1353,331,124,455,0
26,2,solver,AStar,2,1,,8970800,153716,0,53,53,1456,1353,331,124,455,0
26,3,solver,AStar,3,1,,5125700,153716,0,53,53,1456,1353,331,124,455,0
26,4,solver,AStar,4,1,,5253400,153716,0,53,53,1456,1353,331,124,455,0
26,5,solver,AStar,5,1,,3037200,153716,0,53,53,1456,1353,331,124,455,0
27,1,generator,Backtracking,1,1,,12823000,69676,0,55,55,1566,1459,0,0,0,0
27,2,generator,Backtracking,2,1,,9993900,66708,0,55,55,1566,1459,0,0,0,0
27,3,generator,Backtracking,3,1,,10104600,64860,0,55,55,1566,1459,0,0,0,0
27,4,generator,Backtracking,4,1,,9699100,65868,0,55,55,1566,1459,0,0,0,0
27,5,generator,Backtracking,5,1,,9958600,69844,0,55,55,1566,1459,0,0,0,0
27,1,generator,Kruskal,1,1,,8926400,307892,40960,55,55,1566,1459,0,0,0,0
27,2,generator,Kruskal,2,1,,8221000,307892,28672,55,55,1566,1459,0,0,0,0
27,3,generator,Kruskal,3,1,,7743800,307892,4096,55,55,1566,1459,0,0,0,0
27,4,generator,Kruskal,4,1,,8119000,307892,0,55,55,1566,1459,0,0,0,0
27,5,generator,Kruskal,5,1,,8218600,307892,0,55,55,1566,1459,0,0,0,0
27,1,solver,Backtracking,1,1,,7348200,274852,0,55,55,1566,1459,867,468,1335,0
27,2,solver,Backtracking,2,1,,7783300,274852,0,55,55,1566,1459,867,468,1335,0
27,3,solver,Backtracking,3,1,,7598500,274852,0,55,55,1566,1459,867,468,1335,0
27,4,solver,Backtracking,4,1,,10229600,274852,0,55,55,1566,1459,867,468,1335,0
27,5,solver,Backtracking,5,1,,7581100,274852,0,55,55,1566,1459,867,468,1335,0
27,1,solver,AStar,1,1,,11082600,482172,135168,55,55,1566,1459,867,538,1405,0
27,2,solver,AStar,2,1,,10492100,482172,0,55,55,1566,1459,867,538,1405,0
27,3,solver,AStar,3,1,,10426400,482172,0,55,55,1566,1459,867,538,1405,0
27,4,solver,AStar,4,1,,10344100,482172,0,55,55,1566,1459,867,538,1405,0
27,5,solver,AStar,5,1,,10466900,482172,0,55,55,1566,1459,867,538,1405,0
28,1,generator,Backtracking,1,1,,10931000,68004,4096,57,57,1680,1569,0,0,0,0
28,2,generator,Backtracking,2,1,,10574600,68564,0,57,57,1680,1569,0,0,0,0
28,3,generator,Backtracking,3,1,,10555800,64708,0,57,57,1680,1569,0,0,0,0
28,4,generator,Backtracking,4,1,,10731200,70244,0,57,57,1680,1569,0,0,0,0
28,5,generator,Backtracking,5,1,,10821000,70748,0,57,57,1680,1569,0,0,0,0
28,1,generator,Kruskal,1,1,,8704800,331244,4096,57,57,1680,1569,0,0,0,0
28,2,generator,Kruskal,2,1,,8600000,331244,86016,57,57,1680,1569,0,0,0,0
28,3,generator,Kruskal,3,1,,8261100,331244,0,57,57,1680,1569,0,0,0,0
28,4,generator,Kruskal,4,1,,10283600,331244,0,57,57,1680,1569,0,0,0,0
28,5,generator,Kruskal,5,1,,9089900,331244,0,57,57,1680,1569,0,0,0,0
28,1,solver,Backtracking,1,1,,8412300,355868,12288,57,57,1680,1569,783,658,1441,0
28,2,solver,Backtracking,2,1,,7905600,355868,0,57,57,1680,1569,783,658,1441,0
28,3,solver,Backtracking,3,1,,8266100,355868,0,57,57,1680,1569,783,658,1441,0
28,4,solver,Backtracking,4,1,,8291100,355868,0,57,57,1680,1569,783,658,1441,0
28,5,solver,Backtracking,5,1,,8144500,355868,0,57,57,1680,1569,783,658,1441,0
28,1,solver,AStar,1,1,,11265000,486340,0,57,57,1680,1569,783,678,1461,0
28,2,solver,AStar,2,1,,11294700,486340,0,57,57,1680,1569,783,678,1461,0
28,3,solver,AStar,3,1,,10952100,486340,0,57,57,1680,1569,783,678,1461,0
28,4,solver,AStar,4,1,,10854000,486340,0,57,57,1680,1569,783,678,1461,0
28,5,solver,AStar,5,1,,10973000,486340,0,57,57,1680,1569,783,678,1461,0
29,1,generator,Backtracking,1,1,,11601000,74020,0,59,59,1798,1683,0,0,0,0
29,2,generator,Backtracking,2,1,,11629600,73404,0,59,59,1798,1683,0,0,0,0
29,3,generator,Backtracking,3,1,,11676800,68308,0,59,59,1798,1683,0,0,0,0
29,4,generator,Backtracking,4,1,,11664500,72228,-1429504,59,59,1798,1683,0,0,0,0
29,5,generator,Backtracking,5,1,,11764000,73796,36864,59,59,1798,1683,0,0,0,0
29,1,generator,Kruskal,1,1,,9724700,355572,815104,59,59,1798,1683,0,0,0,0
29,2,generator,Kruskal,2,1,,9060200,355572,188416,59,59,1798,1683,0,0,0,0
29,3,generator,Kruskal,3,1,,9441600,355572,73728,59,59,1798,1683,0,0,0,0
29,4,generator,Kruskal,4,1,,10045000,355572,77824,59,59,1798,1683,0,0,0,0
29,5,generator,Kruskal,5,1,,9444800,355572,57344,59,59,1798,1683,0,0,0,0
29,1,solver,Backtracking,1,1,,8576700,362060,40960,59,59,1798,1683,871,698,1569,0
29,2,solver,Backtracking,2,1,,9018700,362060,0,59,59,1798,1683,871,698,1569,0
29,3,solver,Backtracking,3,1,,8837000,362060,0,59,59,1798,1683,871,698,1569,0
29,4,solver,Backtracking,4,1,,8596400,362060,0,59,59,1798,1683,871,698,1569,0
29,5,solver,Backtracking,5,1,,9011400,362060,0,59,59,1798,1683,871,698,1569,0
29,1,solver,AStar,1,1,,12094000,490100,147456,59,59,1798,1683,871,702,1573,0
29,2,solver,AStar,2,1,,12286200,490100,0,59,59,1798,1683,871,702,1573,0
29,3,solver,AStar,3,1,,11659400,490100,0,59,59,1798,1683,871,702,1573,0
29,4,solver,AStar,4,1,,11988600,490100,0,59,59,1798,1683,871,702,1573,0
29,5,solver,AStar,5,1,,11851700,490100,0,59,59,1798,1683,871,702,1573,0
30,1,generator,Backtracking,1,1,,12366800,75124,8192,61,61,1920,1801,0,0,0,0
30,2,generator,Backtracking,2,1,,12227000,76700,0,61,61,1920,1801,0,0,0,0
30,3,generator,Backtracking,3,1,,12217200,71820,0,61,61,1920,1801,0,0,0,0
30,4,generator,Backtracking,4,1,,12730800,73332,0,61,61,1920,1801,0,0,0,0
30,5,generator,Backtracking,5,1,,15811500,77540,0,61,61,1920,1801,0,0,0,0
30,1,generator,Kruskal,1,1,,10038400,379020,20480,61,61,1920,1801,0,0,0,0
30,2,generator,Kruskal,2,1,,12720300,379020,16384,61,61,1920,1801,0,0,0,0
30,3,generator,Kruskal,3,1,,10547300,379020,0,61,61,1920,1801,0,0,0,0
30,4,generator,Kruskal,4,1,,11062200,379020,0,61,61,1920,1801,0,0,0,0
30,5,generator,Kruskal,5,1,,10417100,379020,0,61,61,1920,1801,0,0,0,0
30,1,solver,Backtracking,1,1,,9501500,373548,8192,61,61,1920,1801,875,856,1731,0
30,2,solver,Backtracking,2,1,,9271900,373548,0,61,61,1920,1801,875,856,1731,0
30,3,solver,Backtracking,3,1,,9737700,373548,0,61,61,1920,1801,875,856,1731,0
30,4,solver,Backtracking,4,1,,10237100,373548,0,61,61,1920,1801,875,856,1731,0
30,5,solver,Backtracking,5,1,,9813600,373548,0,61,61,1920,1801,875,856,1731,0
30,1,solver,AStar,1,1,,10401700,494252,32768,61,61,1920,1801,875,530,1405,0
30,2,solver,AStar,2,1,,10880700,494252,0,61,61,1920,1801,875,530,1405,0
30,3,solver,AStar,3,1,,10783000,494252,0,61,61,1920,1801,875,530,1405,0
30,4,solver,AStar,4,1,,10552400,494252,0,61,61,1920,1801,875,530,1405,0
30,5,solver,AStar,5,1,,10662600,494252,0,61,61,1920,1801,875,530,1405,0
31,1,generator,Backtracking,1,1,,13119500,75124,0,63,63,2046,1923,0,0,0,0
31,2,generator,Backtracking,2,1,,13331000,81292,0,63,63,2046,1923,0,0,0,0
31,3,generator,Backtracking,3,1,,13250200,76748,0,63,63,2046,1923,0,0,0,0
31,4,generator,Backtracking,4,1,,13198200,80228,0,63,63,2046,1923,0,0,0,0
31,5,generator,Backtracking,5,1,,15562200,79052,0,63,63,2046,1923,0,0,0,0
31,1,generator,Kruskal,1,1,,11280100,405076,0,63,63,2046,1923,0,0,0,0
31,2,generator,Kruskal,2,1,,11437300,405076,303104,63,63,2046,1923,0,0,0,0
31,3,generator,Kruskal,3,1,,11213700,405076,98304,63,63,2046,1923,0,0,0,0
31,4,generator,Kruskal,4,1,,11152800,405076,94208,63,63,2046,1923,0,0,0,0
31,5,generator,Kruskal,5,1,,10382700,405076,0,63,63,2046,1923,0,0,0,0
31,1,solver,Backtracking,1,1,,10287900,395844,0,63,63,2046,1923,795,1082,1877,0
31,2,solver,Backtracking,2,1,,10775300,395844,0,63,63,2046,1923,795,1082,1877,0
31,3,solver,Backtracking,3,1,,10881300,395844,0,63,63,2046,1923,795,1082,1877,0
31,4,solver,Backtracking,4,1,,10480000,395844,0,63,63,2046,1923,795,1082,1877,0
31,5,solver,Backtracking,5,1,,10694500,395844,0,63,63,2046,1923,795,1082,1877,0
31,1,solver,AStar,1,1,,9346200,408268,135168,63,63,2046,1923,795,462,1257,0
31,2,solver,AStar,2,1,,9516300,408268,0,63,63,2046,1923,795,462,1257,0
31,3,solver,AStar,3,1,,9719300,408268,0,63,63,2046,1923,795,462,1257,0
31,4,solver,AStar,4,1,,9729700,408268,0,63,63,2046,1923,795,462,1257,0
31,5,solver,AStar,5,1,,9323400,408268,0,63,63,2046,1923,795,462,1257,0
32,1,generator,Backtracking,1,1,,13784000,88932,24576,65,65,2176,2049,0,0,0,0
32,2,generator,Backtracking,2,1,,14147300,90628,40960,65,65,2176,2049,0,0,0,0
32,3,generator,Backtracking,3,1,,13812400,87420,0,65,65,2176,2049,0,0,0,0
32,4,generator,Backtracking,4,1,,14895100,87252,0,65,65,2176,2049,0,0,0,0
32,5,generator,Backtracking,5,1,,14035000,89268,0,65,65,2176,2049,0,0,0,0
32,1,generator,Kruskal,1,1,,11779100,436396,4096,65,65,2176,2049,0,0,0,0
32,2,generator,Kruskal,2,1,,11571200,436396,-4096,65,65,2176,2049,0,0,0,0
32,3,generator,Kruskal,3,1,,11741900,436396,0,65,65,2176,2049,0,0,0,0
32,4,generator,Kruskal,4,1,,11659700,436396,0,65,65,2176,2049,0,0,0,0
32,5,generator,Kruskal,5,1,,11611800,436396,0,65,65,2176,2049,0,0,0,0
32,1,solver,Backtracking,1,1,,11617800,416116,118784,65,65,2176,2049,819,1178,1997,0
32,2,solver,Backtracking,2,1,,11213700,416116,65536,65,65,2176,2049,819,1178,1997,0
32,3,solver,Backtracking,3,1,,11571400,416116,0,65,65,2176,2049,819,1178,1997,0
